env_id,alg_id,search_runtime,max_trial_length,rollouts_per_mc_eval,num_repeats,num_threads
fruit-tree-stoch-depth-5,czt,20,50,1024,5,16

hp_opt_iter,czt_bias,czt_ball_split_visit_thresh,eval(mc_estimate_expected_utility),best_eval_so_far
MIN,0.01,1,MIN
MAX,100,100,MAX
0,49.4382,90,4.11962,4.11962
1,39.5774,70,4.09378,4.11962
2,90.4988,36,4.06547,4.11962
3,80.1627,19,4.03786,4.11962
4,4.8471,9,4.06597,4.11962
5,71.6173,82,4.11934,4.11962
6,28.3646,55,4.10742,4.11962
7,11.9886,23,4.06344,4.11962
8,61.2727,42,4.11723,4.11962
9,53.8121,63,4.11212,4.11962
10,100,99,4.1131,4.11962
11,0.01,99,3.84658,4.11962
12,100,63,4.11843,4.11962
13,100,63,4.09385,4.11962
14,99.9982,64,4.09011,4.11962
15,0.01,54,3.80644,4.11962
16,100,1,4.03098,4.11962
17,100,78,4.11348,4.11962
18,100,78,4.09616,4.11962
19,100,77,4.12669,4.12669
20,64.3281,99,4.13611,4.13611
21,78.8921,99,4.11756,4.13611
22,61.8866,99,4.11849,4.13611
23,41.8883,1,4.0451,4.13611
24,67.2111,99,4.12563,4.13611
25,83.0877,99,4.13837,4.13837
26,83.1835,99,4.12998,4.13837
27,74.1276,99,4.13102,4.13837
28,85.1946,99,4.13426,4.13837
29,73.9655,99,4.12239,4.13837
30,84.3179,99,4.1319,4.13837
31,70.9313,81,4.11656,4.13837
32,20.7089,85,4.13306,4.13837
33,53.5912,99,4.15322,4.15322
34,46.2293,99,4.15545,4.15545
35,45.7016,99,4.11916,4.15545
36,54.9316,99,4.108,4.15545
37,40.3218,99,4.12261,4.15545
38,58.0252,99,4.12365,4.15545
39,40.2453,99,4.13564,4.15545
40,61.2674,75,4.11446,4.15545
41,31.9026,99,4.12144,4.15545
42,90.6847,99,4.10605,4.15545
43,32.2436,99,4.11787,4.15545
44,49.3933,99,4.1087,4.15545
45,69.2488,99,4.14994,4.15545
46,69.245,99,4.11441,4.15545
47,31.4311,99,4.14096,4.15545
48,36.5766,99,4.14779,4.15545
49,36.6318,99,4.12952,4.15545
50,29.1838,99,4.11811,4.15545
51,41.7942,99,4.11006,4.15545
52,25.4414,1,4.04881,4.15545
53,68.3909,64,4.10119,4.15545
54,52.7102,40,4.09767,4.15545
55,76.8123,99,4.12225,4.15545
56,68.3126,64,4.1149,4.15545
57,60.756,99,4.14628,4.15545
58,60.7756,99,4.1209,4.15545
59,90.6255,99,4.11613,4.15545
60,28.489,99,4.12888,4.15545
