env_id,alg_id,search_runtime,max_trial_length,rollouts_per_mc_eval,num_repeats,num_threads
fruit-tree-stoch-depth-5,chmcts,20,50,1024,5,16

hp_opt_iter,czt_bias,czt_ball_split_visit_thresh,eval(mc_estimate_expected_utility),best_eval_so_far
MIN,0.01,1,MIN
MAX,100,100,MAX
163,40.9022,1,3.52561,3.56642
164,59.5865,52,3.52509,3.56642
165,9.67331,1,3.54671,3.56642
166,41.0287,1,3.51694,3.56642
167,9.69049,1,3.56601,3.56642
168,9.68693,1,3.56045,3.56642
169,9.68937,1,3.51068,3.56642
170,8.72503,1,3.52308,3.56642
171,21.9874,5,3.5557,3.56642
172,12.005,1,3.56227,3.56642
173,11.9905,1,3.51432,3.56642
174,22.1697,1,3.53891,3.56642
175,22.161,1,3.53106,3.56642
176,26.3151,1,3.54083,3.56642
177,13.0001,1,3.52771,3.56642
178,20.2236,3,3.54922,3.56642
179,20.5764,1,3.53001,3.56642
180,35.0713,6,3.53345,3.56642
181,26.8633,8,3.53068,3.56642
182,9.16574,7,3.51742,3.56642
183,18.5295,1,3.53308,3.56642
184,57.5608,6,3.54579,3.56642
185,55.7223,9,3.53104,3.56642
186,75.4296,19,3.5195,3.56642
187,92.6109,1,3.52662,3.56642
188,98.1683,1,3.53015,3.56642
189,47.2888,12,3.52984,3.56642
190,31.9054,2,3.57012,3.57012
191,69.9946,11,3.52644,3.57012
192,31.8218,1,3.54018,3.57012
193,56.4333,2,3.51928,3.57012
194,30.9877,1,3.52796,3.57012
195,7.53724,2,3.54036,3.57012
196,22.4737,1,3.55106,3.57012
197,28.9828,1,3.56384,3.57012
198,32.2219,1,3.50465,3.57012
199,81.7845,2,3.54962,3.57012
200,65.5081,1,3.51471,3.57012
201,77.9773,3,3.52985,3.57012
202,84.1827,1,3.53286,3.57012
203,23.576,1,3.51974,3.57012
204,15.5532,2,3.51536,3.57012
205,81.6996,2,3.51631,3.57012
206,26.6231,3,3.52338,3.57012
207,42.9235,1,3.51789,3.57012
208,93.3859,54,3.53254,3.57012

Best eval with params:
eval (mc_estimate_expected_utility) = 3.57012
czt_ball_split_visit_thresh = 2
czt_bias = 31.9054
