env_id,alg_id,search_runtime,max_trial_length,rollouts_per_mc_eval,num_repeats,num_threads
four-room-timed-v0,chmcts,20,50,1024,5,16

hp_opt_iter,czt_bias,czt_ball_split_visit_thresh,eval(mc_estimate_expected_utility),best_eval_so_far
MIN,0.01,1,MIN
MAX,100,100,MAX
148,28.9922,1,-10.8641,-8.03125
149,0.01,1,-11.9727,-8.03125
150,0.0108194,99,-9.6811,-8.03125
151,38.3917,1,-11.6891,-8.03125
152,19.611,1,-11.3744,-8.03125
153,84.0498,99,-11.7444,-8.03125
154,100,1,-11.8576,-8.03125
155,100,1,-11.5629,-8.03125
156,63.4033,1,-11.8604,-8.03125
157,0.01,99,-9.92797,-8.03125
158,0.01,99,-11.2267,-8.03125
159,13.4671,1,-12.2996,-8.03125
160,55.3203,2,-11.8697,-8.03125
161,9.21405,99,-12.0314,-8.03125
162,100,99,-11.9901,-8.03125
163,34.0548,99,-12.0854,-8.03125
164,65.3017,99,-11.5799,-8.03125
165,46.5536,99,-11.6852,-8.03125
166,77.8004,99,-11.8984,-8.03125
167,70.9838,1,-11.5089,-8.03125
168,88.5578,3,-12.1879,-8.03125
169,33.1531,1,-11.8724,-8.03125
170,51.912,1,-11.3588,-8.03125
171,11.1404,99,-11.5115,-8.03125
172,59.0523,99,-12.2536,-8.03125
173,71.5511,99,-12.339,-8.03125
174,100,99,-11.9674,-8.03125
175,88.4376,99,-12.2418,-8.03125
176,23.6392,99,-12.0307,-8.03125
177,38.9359,99,-12.0312,-8.03125
178,76.8861,3,-11.2822,-8.03125
179,25.2416,2,-11.8537,-8.03125
180,42.3627,1,-11.0501,-8.03125
181,25.7768,79,-10.6375,-8.03125
182,46.6277,2,-11.8882,-8.03125
183,65.1612,2,-11.3664,-8.03125
184,70.9099,1,-11.7077,-8.03125
185,8.01575,99,-10.9742,-8.03125
186,7.26676,99,-12.1336,-8.03125
187,38.9359,99,-11.8223,-8.03125
188,60.1555,1,-12.0216,-8.03125
189,91.6646,5,-12.1003,-8.03125
190,26.4371,99,-11.9722,-8.03125
191,47.7614,99,-11.9337,-8.03125
192,59.0523,99,-11.938,-8.03125
193,77.8004,99,-12.2181,-8.03125
194,7.10528,1,-11.9978,-8.03125
195,76.8876,3,-11.378,-8.03125
196,22.7587,1,-11.3548,-8.03125
197,0.01,99,-10.3634,-8.03125
198,38.895,17,-11.9386,-8.03125
199,0.01,99,-10.9787,-8.03125
200,0.01,99,-11.2216,-8.03125

Best eval with params:
eval (mc_estimate_expected_utility) = -8.03125
czt_ball_split_visit_thresh = 99
czt_bias = 0.0376918
