env_id,alg_id,search_runtime,max_trial_length,rollouts_per_mc_eval,num_repeats,num_threads
resource-gathering-timed-v0,smdents,20,50,1024,5,16

hp_opt_iter,sm_l_inf_thresh,sm_split_visit_thresh,smbts_search_temp,smbts_epsilon,smbts_use_search_temp_decay,smbts_search_temp_decay_visits_scale,smdents_entropy_temp_init,smdents_entropy_temp_visits_scale,eval(mc_estimate_expected_utility),best_eval_so_far
104,0.301776,51,3.9374,0.244912,1,3.01185,5.36783,32.2832,-0.241062,-0.23058
105,0.377275,68,0.0198785,0.271711,0,18.8118,0.0108856,65.0252,-0.234651,-0.23058
106,0.331115,75,6.08432,0.195825,0,30.3214,19.1791,50.7762,-0.232256,-0.23058
107,0.314852,76,19.1759,0.189067,0,40.0621,19.2343,49.8148,-0.234311,-0.23058
108,0.102589,78,83.1071,0.289463,1,95.3509,21.451,38.8392,-0.23911,-0.23058
109,0.118404,90,18.7144,0.301033,0,78.3986,49.7116,99.9977,-0.236666,-0.23058
110,0.288813,77,8.9576,0.226854,0,46.82,31.0586,55.7018,-0.238088,-0.23058
111,0.205517,75,90.1839,0.499992,1,82.6491,68.8194,99.9976,-0.237901,-0.23058
112,0.429403,61,0.019628,0.362772,1,18.5749,10.7847,61.9449,-0.244416,-0.23058
113,0.0948827,70,11.0588,0.267705,0,99.9985,77.7019,9.99684,-0.242036,-0.23058
114,0.17163,84,58.6624,0.354616,0,72.9343,10.7998,26.308,-0.241255,-0.23058
115,0.369097,72,50.3917,0.254683,0,22.6721,78.7458,99.9875,-0.235414,-0.23058
116,0.348143,66,90.0137,0.450858,1,54.411,72.9898,99.9883,-0.237512,-0.23058
117,0.0751936,81,42.9044,0.161542,1,99.9973,39.7684,99.9974,-0.235831,-0.23058
118,0.248258,81,29.3137,0.0630287,0,66.0714,94.1707,99.9978,-0.23933,-0.23058
119,0.369779,71,55.4361,0.339923,0,29.6284,37.8003,0.01,-0.239581,-0.23058
120,0.34243,69,75.3374,0.0001,1,52.5177,0.0103302,38.1103,-0.23944,-0.23058
121,0.15629,72,0.01,0.0697637,1,91.3843,0.0098941,0.66163,-0.232821,-0.23058
122,0.0940078,71,90.5617,0.342326,0,98.7969,0.051072,82.9559,-0.244117,-0.23058
123,0.368178,75,2.12981,0.000157166,0,17.9698,42.886,99.9965,-0.244308,-0.23058
124,0.312796,75,35.0031,0.478819,0,43.0503,74.4075,44.6517,-0.239037,-0.23058
125,0.110785,97,43.4477,0.0857286,1,79.2892,31.0833,68.9667,-0.23168,-0.23058
126,0.0573302,91,95.1407,0.276542,1,72.9245,5.41006,2.27786,-0.235665,-0.23058
127,0.110699,97,46.9453,0.103617,1,79.2096,31.3191,65.4277,-0.237738,-0.23058
128,0.172633,87,46.2994,0.307062,0,69.119,0.0113836,39.459,-0.23209,-0.23058
129,0.248488,77,56.9126,0.311239,0,59.3696,0.00927457,32.9356,-0.236165,-0.23058
130,0.401259,64,0.0181757,0.200444,1,38.841,81.8582,34.7426,-0.237524,-0.23058
131,0.102661,81,67.4028,0.307778,1,91.255,72.5828,7.95194,-0.23758,-0.23058
132,0.379455,64,61.6196,0.3262,1,28.5906,2.90929,99.997,-0.235771,-0.23058
133,0.361831,83,0.614651,0.0693985,1,51.8378,28.1184,95.5529,-0.239363,-0.23058
134,0.335778,81,33.0103,0.220642,0,26.141,46.9225,43.3994,-0.235852,-0.23058
135,0.14491,99,19.9832,0.26671,0,66.119,53.6631,62.1262,-0.232329,-0.23058
136,0.184772,88,26.2293,0.259902,0,64.6895,50.5503,62.3067,-0.234113,-0.23058
137,0.0715453,82,2.01572,0.139468,0,92.1213,0.001,38.2038,-0.240217,-0.23058
138,0.164971,85,99.9979,0.265683,0,80.0348,61.3397,4.79486,-0.239108,-0.23058
139,0.420559,48,37.9827,0.499999,0,25.4356,0.00162146,43.8709,-0.240416,-0.23058
140,0.281594,81,36.5395,0.179537,0,42.452,35.9889,72.5251,-0.238208,-0.23058
141,0.139327,65,0.0192893,0.499989,1,94.3877,69.1549,52.2758,-0.237842,-0.23058
142,0.404119,34,55.175,0.197596,0,47.659,9.15619,41.4894,-0.234735,-0.23058
143,0.287982,55,33.477,0.446766,1,78.8547,0.0109524,0.448185,-0.240628,-0.23058
144,0.441185,63,49.4271,0.000153335,0,22.6585,0.001,16.5137,-0.241588,-0.23058
145,0.415354,74,59.315,0.499987,0,24.6966,95.3051,72.3239,-0.244425,-0.23058
146,0.350375,54,0.0186321,0.0934654,0,59.2164,73.6191,0.0209385,-0.243718,-0.23058
147,0.104994,90,77.152,0.5,1,84.9802,27.4965,91.9293,-0.231954,-0.23058
148,0.421043,98,83.5609,0.163154,1,6.23837,69.7543,59.3136,-0.242507,-0.23058
149,0.107487,90,76.8024,0.5,1,84.6616,7.95422,89.9266,-0.242104,-0.23058
150,0.107216,81,23.8128,0.5,0,86.8502,66.8237,59.7776,-0.234432,-0.23058
151,0.330221,76,100,0.234946,0,57.8785,85.4156,24.0044,-0.237783,-0.23058
152,0.144646,76,49.9632,0.0618756,0,85.2349,0.012578,40.3932,-0.23798,-0.23058
153,0.201609,81,4.67208,0.5,0,74.6191,57.8471,14.3727,-0.237407,-0.23058
154,0.253069,82,16.3067,0.145681,1,55.7711,29.6642,34.7437,-0.241125,-0.23058
155,0.41461,39,0.018562,0.0423411,0,37.3223,48.1824,99.9968,-0.249558,-0.23058
156,0.185514,50,14.297,0.166116,1,99.9989,70.3695,51.76,-0.239549,-0.23058
157,0.377567,77,5.82804,0.49998,1,26.4394,0.0105283,11.9148,-0.237793,-0.23058
158,0.360205,81,62.1896,0.0598536,0,29.4916,54.0468,37.5481,-0.242464,-0.23058
159,0.335824,55,90.0602,0.499972,0,61.8168,0.00863243,99.9982,-0.239529,-0.23058
160,0.394202,75,23.3862,0.499994,1,48.6943,0.0112101,61.5252,-0.239215,-0.23058
161,0.0986464,89,75.618,0.0365383,0,90.7964,83.629,65.6352,-0.238025,-0.23058
162,0.229127,82,83.922,0.499987,0,63.62,62.524,80.3559,-0.238572,-0.23058
163,0.182022,79,86.5415,0.289455,1,81.7459,0.01962,29.0098,-0.234271,-0.23058
