env_id,alg_id,search_runtime,max_trial_length,rollouts_per_mc_eval,num_repeats,num_threads
resource-gathering-timed-v0,chmcts,20,50,1024,5,16

hp_opt_iter,czt_bias,czt_ball_split_visit_thresh,eval(mc_estimate_expected_utility),best_eval_so_far
MIN,0.01,1,MIN
151,51.1105,34,-0.225281,-0.207132
152,73.5521,1,-0.214568,-0.207132
153,31.1374,1,-0.216879,-0.207132
154,30.6308,12,-0.220382,-0.207132
155,79.7045,12,-0.220884,-0.207132
156,74.4917,1,-0.220062,-0.207132
157,28.3593,1,-0.221505,-0.207132
158,38.895,17,-0.222831,-0.207132
159,30.0571,41,-0.230921,-0.207132
160,68.6863,1,-0.224858,-0.207132
161,100,24,-0.220806,-0.207132
162,73.926,15,-0.22347,-0.207132
163,95.7488,90,-0.228169,-0.207132
164,73.9234,15,-0.226717,-0.207132
165,30.0764,1,-0.219229,-0.207132
166,2.06715,1,-0.218693,-0.207132
167,0.01,99,-0.235668,-0.207132
168,49.5838,1,-0.215408,-0.207132
169,2.04513,1,-0.220587,-0.207132
170,38.895,50,-0.225167,-0.207132
171,29.1738,29,-0.22784,-0.207132
172,31.3211,11,-0.222197,-0.207132
173,0.01,82,-0.228066,-0.207132
174,100,1,-0.221181,-0.207132
175,50.005,72,-0.225966,-0.207132
176,51.4186,1,-0.218901,-0.207132
177,98.8604,61,-0.219737,-0.207132
178,98.6112,50,-0.226603,-0.207132
179,0.01,60,-0.229501,-0.207132
180,1.06119,23,-0.232921,-0.207132
181,100,59,-0.227756,-0.207132
182,100,84,-0.227603,-0.207132
183,100,30,-0.236318,-0.207132
184,50.005,61,-0.23013,-0.207132
185,29.4421,37,-0.230614,-0.207132
186,0.01,87,-0.222541,-0.207132
187,0.01,75,-0.229403,-0.207132
188,100,1,-0.214157,-0.207132
189,100,1,-0.223056,-0.207132
190,44.9288,1,-0.218579,-0.207132
191,100,1,-0.218856,-0.207132
192,2.26415,1,-0.219905,-0.207132
193,75.0025,72,-0.232666,-0.207132
194,100,12,-0.2242,-0.207132
195,43.1059,8,-0.215243,-0.207132
196,43.2074,8,-0.224721,-0.207132
197,100,1,-0.217217,-0.207132
198,57.5918,1,-0.224011,-0.207132
199,2.03278,1,-0.226252,-0.207132
200,100,1,-0.212309,-0.207132
201,100,1,-0.218284,-0.207132
202,100,1,-0.213169,-0.207132
203,100,1,-0.215265,-0.207132
204,100,1,-0.216711,-0.207132
205,100,1,-0.213607,-0.207132
206,74.5938,1,-0.218559,-0.207132
207,3.93455,90,-0.224968,-0.207132
208,74.8023,1,-0.217459,-0.207132

Best eval with params:
eval (mc_estimate_expected_utility) = -0.207132
czt_ball_split_visit_thresh = 1
czt_bias = 51.9773
