env_id,alg_id,search_runtime,max_trial_length,rollouts_per_mc_eval,num_repeats,num_threads
minecart-v0,chmcts,20,50,1024,5,16

hp_opt_iter,czt_bias,czt_ball_split_visit_thresh,eval(mc_estimate_expected_utility),best_eval_so_far
MIN,0.01,1,MIN
MAX,100,100,MAX
145,48.6369,27,-0.754703,-0.323955
146,49.9111,29,-0.627189,-0.323955
147,54.7058,49,-0.574422,-0.323955
148,59.2374,47,-0.489608,-0.323955
149,59.5104,45,-0.742709,-0.323955
150,1.63306,50,-0.735488,-0.323955
151,1.66618,4,-0.480866,-0.323955
152,3.27121,6,-0.408703,-0.323955
153,4.15352,7,-0.569119,-0.323955
154,60.344,49,-0.766164,-0.323955
155,1.79546,63,-0.453195,-0.323955
156,0.0200734,15,-0.507597,-0.323955
157,0.0217883,15,-0.45331,-0.323955
158,99.9979,87,-0.453189,-0.323955
159,99.9979,87,-0.641094,-0.323955
160,99.9986,17,-0.330888,-0.323955
161,99.9985,17,-0.618584,-0.323955
162,0.0196657,15,-0.486391,-0.323955
163,40.2266,94,-0.345847,-0.323955
164,100,99,-0.745633,-0.323955
165,0.01,99,-0.610301,-0.323955
166,0.0260797,15,-0.361753,-0.323955
167,100,99,-0.771393,-0.323955
168,100,1,-0.555643,-0.323955
169,100,1,-0.678498,-0.323955
170,0.01,99,-0.455869,-0.323955
171,0.01,99,-0.385246,-0.323955
172,0.01,99,-0.627278,-0.323955
173,100,99,-0.613909,-0.323955
174,100,1,-0.640506,-0.323955
175,0.01,99,-0.683444,-0.323955
176,100,1,-0.576006,-0.323955
177,61.1027,99,-0.638802,-0.323955
178,40.487,1,-0.508982,-0.323955
179,40.4751,1,-0.498094,-0.323955
180,50.1637,1,-0.66942,-0.323955
181,54.9739,99,-0.591935,-0.323955
182,36.7148,1,-0.384672,-0.323955
183,31.8964,1,-0.48489,-0.323955
184,36.9097,1,-0.489208,-0.323955
185,57.4312,78,-0.326663,-0.323955
186,36.9019,1,-0.466624,-0.323955
187,48.7203,1,-0.646357,-0.323955
188,0.01,99,-0.366015,-0.323955
189,0.01,99,-0.317667,-0.317667
190,0.01,99,-0.494042,-0.317667
191,0.01,99,-0.52137,-0.317667
192,100,99,-0.739928,-0.317667
193,0.01,99,-0.430476,-0.317667
194,0.01,99,-0.326503,-0.317667
195,0.01,99,-0.596649,-0.317667
196,0.01,99,-0.362019,-0.317667
197,0.01,99,-0.320352,-0.317667
198,99.9981,81,-0.778234,-0.317667
199,0.020127,12,-0.446696,-0.317667
