env_id,alg_id,search_runtime,max_trial_length,rollouts_per_mc_eval,num_repeats,num_threads
fruit-tree-stoch-depth-7,smdents,20,50,1024,5,16

hp_opt_iter,sm_l_inf_thresh,sm_split_visit_thresh,smbts_search_temp,smbts_epsilon,smbts_use_search_temp_decay,smbts_search_temp_decay_visits_scale,smdents_entropy_temp_init,smdents_entropy_temp_visits_scale,eval(mc_estimate_expected_utility),best_eval_so_far
85,0.245615,1,90.8487,0.499991,0,0.0211441,85.9523,0.0194827,3.87547,3.9102
86,0.0989236,1,90.9776,0.499998,0,0.0214238,100,100,3.85658,3.9102
87,0.321427,1,91.48,0.5,1,0.0198055,99.9983,0.0159689,3.88606,3.9102
88,0.264423,1,84.2488,0.49999,1,0.0197694,99.9989,0.0204976,3.8583,3.9102
89,0.330826,1,92.645,0.499983,1,0.0193525,0.0122719,0.018908,3.85175,3.9102
90,0.000330083,1,97.3958,0.5,1,0.0239272,0.0206862,0.0153466,3.84501,3.9102
91,0.345413,1,92.6996,0.000153048,0,0.0210254,0.0114042,0.0210212,3.80387,3.9102
92,0.000138415,1,84.6051,0.499976,1,0.0195908,99.9992,17.6499,3.84803,3.9102
93,0.499984,1,26.3735,0.499985,1,100,0.00974056,30.715,3.85925,3.9102
94,0.499989,1,45.4077,0.49999,1,0.019682,0.0118887,0.0208609,3.80302,3.9102
95,0.49999,1,85.4535,0.270464,0,0.0183466,99.9993,0.752057,3.85282,3.9102
96,0.000164903,1,100,0.179263,1,0.0128323,99.9973,0.0274692,3.85314,3.9102
97,0.000132677,36,99.9999,0.5,1,0.0186276,99.994,0.0230957,3.83581,3.9102
98,0.440227,29,75.1451,0.353425,1,16.2766,27.269,58.6259,3.85156,3.9102
99,0.000133226,36,99.9994,0.5,1,0.0187871,99.9941,0.0231215,3.82697,3.9102
100,0.00016072,1,72.4297,0.000156677,1,0.0215209,99.9992,99.998,3.81353,3.9102
101,0.0001,1,100,0.5,0,0.01,0.001,100,3.828,3.9102
102,0.499994,38,82.7167,0.499985,0,0.0194629,99.9982,0.0222462,3.85571,3.9102
103,0.233085,26,90.4078,0.255647,0,0.0168659,99.999,0.0214334,3.79862,3.9102
104,0.499995,1,34.5851,0.000142608,1,99.9979,0.0111616,99.9985,3.74952,3.9102
105,0.499991,99,48.3268,0.499999,0,99.9977,0.0122948,0.0209135,3.79763,3.9102
106,0.000181114,99,62.4386,0.499998,1,0.0240732,0.0174017,99.9985,3.78245,3.9102
107,0.5,1,84.2103,0.499986,0,0.0193507,0.0122378,99.999,3.85299,3.9102
108,0.499991,1,84.0363,0.316062,1,99.9971,99.9996,99.9969,3.87056,3.9102
109,0.499991,1,77.8066,0.499992,1,99.9993,99.9987,99.9988,3.8891,3.9102
110,0.499995,1,79.6069,0.499997,1,99.9981,0.0116891,0.0207757,3.88613,3.9102
111,0.499991,1,81.5929,0.499999,1,99.999,0.0102756,0.0188131,3.86821,3.9102
112,0.499999,1,82.3539,0.499998,1,0.0183462,99.9975,99.9973,3.8903,3.9102
113,0.499987,1,17.8817,0.499996,0,99.9967,99.9971,99.9969,3.86022,3.9102
114,0.000173333,1,21.0719,0.49999,0,99.9996,99.9974,99.9964,3.84538,3.9102
115,0.000135586,1,17.1224,0.499993,1,99.9989,99.9961,0.0213499,3.82156,3.9102
116,0.5,1,71.9972,0.499958,1,99.9974,0.0134783,99.9973,3.8762,3.9102
117,0.5,1,83.7773,0.49998,1,99.9995,0.00934661,99.9984,3.88587,3.9102
118,0.499986,1,84.8408,0.360887,1,0.0263811,0.0153076,99.9969,3.80883,3.9102
119,0.000100118,1,47.0234,0.499992,1,100,0.00994184,99.9984,3.82228,3.9102
120,0.385582,15,78.7436,0.346947,0,4.32495,49.1401,74.8391,3.85097,3.9102
121,0.0001,1,47.1308,0.499997,1,99.9998,0.0110321,99.9984,3.86468,3.9102
122,0.499991,1,65.8631,0.499994,1,99.9994,99.9975,99.9977,3.87924,3.9102
123,0.499996,1,77.0421,0.49999,0,99.9969,99.9999,99.9999,3.83404,3.9102
124,0.5,1,69.6919,0.499988,1,99.9967,99.9977,0.0189907,3.8505,3.9102
125,0.49998,31,34.698,0.499997,1,99.9961,99.9958,99.9954,3.82595,3.9102
126,0.000129294,1,62.0229,0.499996,0,99.9999,0.00916658,0.0177536,3.83069,3.9102
127,0.499991,28,82.79,0.499991,1,99.999,99.9978,0.0222286,3.85833,3.9102
128,0.499989,1,75.4938,0.253074,1,99.9981,99.9962,0.0240422,3.85982,3.9102
129,0.000201097,1,75.5918,0.5,1,99.9975,100,99.997,3.8406,3.9102
130,0.5,1,50.8653,0.499981,0,99.9962,0.0139297,99.9995,3.85729,3.9102
131,0.000157873,1,44.5127,0.49999,1,99.9979,99.9988,0.0231713,3.8182,3.9102
132,0.5,1,86.1319,0.257964,0,99.9987,99.9971,99.992,3.87026,3.9102
133,0.499997,1,62.9396,0.280332,0,99.9989,99.9991,99.9978,3.90042,3.9102
134,0.5,1,63.0425,0.281278,0,99.998,99.9937,100,3.89435,3.9102
135,0.499995,1,52.5539,0.356084,0,99.9991,99.9997,99.998,3.92017,3.92017
136,0.499995,1,47.0178,0.343681,0,99.9993,99.9988,99.9984,3.80228,3.92017
137,0.499989,1,68.4362,0.297791,0,99.9976,0.010201,0.01967,3.83132,3.92017
138,0.00114808,1,65.194,0.266197,1,100,0.144517,100,3.83734,3.92017
139,0.499986,41,62.9132,0.499974,1,99.9976,0.0230352,99.9963,3.8035,3.92017
140,0.5,1,66.5298,0.301543,1,0.0694645,99.996,99.9892,3.88263,3.92017
141,0.499991,1,79.0316,0.0857204,1,0.0191662,99.997,99.9958,3.8678,3.92017
142,0.364012,31,17.5777,0.363979,1,33.9428,86.9517,59.0274,3.86785,3.92017
143,0.499996,1,78.8873,0.0890969,1,0.0192052,99.9949,99.9954,3.87855,3.92017
144,0.5,1,61.3856,0.5,1,0.0189363,99.9955,99.9966,3.87565,3.92017
145,0.499984,1,64.8564,0.2618,1,0.0169477,99.998,99.9998,3.92418,3.92418
146,0.5,1,63.5833,0.216977,1,0.198088,100,100,3.90695,3.92418
147,0.499993,1,58.14,0.285066,1,0.0214924,99.9998,99.9979,3.84113,3.92418
148,0.499994,1,67.7244,0.0407275,0,0.0184199,99.9977,0.0211387,3.85647,3.92418
149,0.499992,1,73.2755,0.0001,1,99.9976,99.9977,0.0208389,3.84076,3.92418
150,0.499996,1,75.0843,0.236292,0,0.0213448,99.9999,99.9968,3.86683,3.92418
151,0.499442,1,99.4875,0.153383,1,0.0315578,99.9514,99.8953,3.83331,3.92418
152,0.499998,34,68.6031,0.145969,1,0.0208618,100,99.9982,3.81914,3.92418
