env_id,alg_id,search_runtime,max_trial_length,rollouts_per_mc_eval,num_repeats,num_threads
deep-sea-treasure-v0,chmcts,20,50,1024,5,16

hp_opt_iter,czt_bias,czt_ball_split_visit_thresh,eval(mc_estimate_expected_utility),best_eval_so_far
MIN,0.01,5,MIN
MAX,100,100,MAX
163,22.0301,99,5.92052,6.42983
164,22.0278,99,5.48189,6.42983
165,16.675,96,6.01744,6.42983
166,16.675,96,6.15912,6.42983
167,20.7898,5,6.13239,6.42983
168,20.7898,5,5.97236,6.42983
169,20.7898,5,5.98657,6.42983
170,16.675,20,6.12079,6.42983
171,16.675,20,5.56466,6.42983
172,0.365965,97,3.66409,6.42983
173,16.675,20,5.98309,6.42983
174,16.675,96,6.1299,6.42983
175,16.675,20,5.96766,6.42983
176,14.7881,99,6.03106,6.42983
177,14.1452,5,5.66789,6.42983
178,17.8841,99,6.28428,6.42983
179,17.8836,99,6.32974,6.42983
180,17.8648,99,6.24357,6.42983
181,15.7808,99,6.12273,6.42983
182,18.5092,99,5.96624,6.42983
183,14.9115,99,5.85014,6.42983
184,19.003,5,6.0304,6.42983
185,95.4552,99,6.187,6.42983
186,95.294,5,6.05972,6.42983
187,95.2929,5,5.95987,6.42983
188,95.2811,5,6.12137,6.42983
189,95.2811,5,6.07952,6.42983
190,95.281,5,6.04648,6.42983
191,95.5882,99,6.14039,6.42983
192,95.5882,99,5.44018,6.42983
193,14.3433,5,5.42507,6.42983
194,52.2742,15,6.14646,6.42983
195,14.389,5,5.64383,6.42983
196,18.8916,99,6.15756,6.42983
197,19.0067,99,6.19751,6.42983
198,19.0067,99,5.29487,6.42983
199,95.8337,96,5.84352,6.42983
200,71.5511,99,5.78433,6.42983
201,82.1519,99,4.99651,6.42983
202,54.9592,99,5.40285,6.42983
203,22.8661,6,5.87837,6.42983
204,21.2668,5,5.80893,6.42983
205,17.1558,11,5.92959,6.42983
206,66.7973,5,6.01401,6.42983

Best eval with params:
eval (mc_estimate_expected_utility) = 6.42983
czt_ball_split_visit_thresh = 5
czt_bias = 33.7555
