env_id,alg_id,search_runtime,max_trial_length,rollouts_per_mc_eval,num_repeats,num_threads
minecart-v0,smdents,20,50,1024,5,16

hp_opt_iter,sm_l_inf_thresh,sm_split_visit_thresh,smbts_search_temp,smbts_epsilon,smbts_use_search_temp_decay,smbts_search_temp_decay_visits_scale,smdents_entropy_temp_init,smdents_entropy_temp_visits_scale,eval(mc_estimate_expected_utility),best_eval_so_far
116,0.20238,99,100,0.35249,1,40.8793,100,100,-1.0301,-0.569044
117,0.137697,82,91.6408,0.161315,1,70.049,99.9815,99.8845,-1.04898,-0.569044
118,0.151221,41,67.0176,0.121041,1,61.272,84.7008,100,-1.0679,-0.569044
119,0.151835,71,58.8581,0.243705,1,53.2635,86.0687,100,-1.06074,-0.569044
120,0.00187636,97,4.98043,0.299644,1,58.4831,46.7321,75.6329,-1.08104,-0.569044
121,0.185542,70,58.5955,0.239612,1,50.9399,87.9587,100,-1.02793,-0.569044
122,0.000550258,99,0.0325831,0.0001,0,99.904,99.9803,99.8695,-0.603099,-0.569044
123,0.419323,99,72.5887,0.230319,1,49.1435,100,98.631,-1.05694,-0.569044
124,0.328866,87,100,0.145905,1,54.9546,99.4535,99.4888,-1.00033,-0.569044
125,0.359281,22,65.2145,0.5,1,36.222,0.001,100,-1.03797,-0.569044
126,0.375025,3,52.4831,0.385842,1,37.724,2.85887,99.9999,-1.07375,-0.569044
127,0.406775,3,77.1013,0.370409,1,48.8025,0.0182923,99.8985,-1.02795,-0.569044
128,0.371853,11,24.707,0.000922302,1,70.3263,16.1717,45.4587,-1.0385,-0.569044
129,0.401644,1,39.5261,0.000261646,1,34.6169,0.0508128,99.6228,-1.03436,-0.569044
130,0.5,3,0.0182983,0.0001,1,99.6691,22.7506,100,-0.763893,-0.569044
131,0.5,1,100,0.197498,1,46.9054,1.6711,5.85532,-1.05031,-0.569044
132,0.5,2,67.6808,0.0001,1,84.0376,30.4277,58.1192,-1.05324,-0.569044
133,0.268764,1,50.208,0.000289771,1,35.8255,0.0952652,19.4806,-1.03907,-0.569044
134,0.394153,15,41.152,0.188905,1,76.2462,4.57243,43.8348,-1.03422,-0.569044
135,0.198532,94,90.767,0.317234,1,39.7549,99.0744,99.9796,-1.03658,-0.569044
136,0.240336,75,81.8801,0.259869,1,50.3723,99.9022,98.7287,-1.03914,-0.569044
137,0.221616,47,29.5519,0.138212,1,55.4915,99.8495,8.72118,-1.01488,-0.569044
138,0.253711,27,24.3127,0.239399,0,42.8964,85.0806,5.07576,-1.0524,-0.569044
139,0.310904,8,77.1506,0.0932014,1,70.409,80.5417,2.94154,-1.02568,-0.569044
140,0.250096,16,87.582,0.183253,1,70.6849,73.5966,8.14158,-1.08134,-0.569044
141,0.262168,16,88.9613,0.499794,1,38.8291,69.988,0.0986205,-1.04345,-0.569044
142,0.311851,30,51.8539,0.279793,0,84.0573,10.3195,2.16505,-1.05067,-0.569044
143,0.347046,99,34.1379,0.141558,1,8.60034,17.9875,100,-1.04517,-0.569044
144,0.375046,50,83.9822,0.0001,1,37.1403,96.4022,100,-1.04171,-0.569044
145,0.194937,59,42.0683,0.0707624,0,23.3362,86.3795,100,-1.01834,-0.569044
146,0.253575,72,70.6194,0.000343352,1,48.7012,95.5081,98.4746,-1.04161,-0.569044
147,0.244033,76,56.8893,0.10992,1,5.41858,100,100,-1.09154,-0.569044
148,0.257169,72,89.8726,0.5,0,47.347,100,100,-1.03828,-0.569044
149,0.237468,77,71.2321,0.477653,0,60.1,99.9841,99.9947,-1.01962,-0.569044
150,0.195248,90,35.0431,0.450145,1,15.5778,93.0391,97.9106,-1.06525,-0.569044
151,0.287848,80,44.4567,0.402814,0,29.2988,100,100,-1.04056,-0.569044
152,0.25005,95,52.6487,0.365169,1,75.1943,99.9969,98.6204,-1.03689,-0.569044
153,0.159469,99,82.5354,0.328534,1,54.4795,99.9118,1.37977,-1.0157,-0.569044
154,0.292081,87,3.73113,0.00240226,1,47.517,99.4412,44.4857,-0.928601,-0.569044
155,0.13828,92,26.066,0.5,1,34.9171,95.5961,0.01,-1.03842,-0.569044
156,0.0990196,92,33.5651,0.35495,1,36.1957,100,23.75,-1.04663,-0.569044
157,0.227235,98,43.2137,0.370447,1,58.8894,99.6946,0.313093,-1.03784,-0.569044
158,0.274021,89,63.3632,0.286158,1,52.3889,99.9637,3.19656,-1.00694,-0.569044
159,0.342834,98,73.6922,0.248712,1,96.7068,99.9557,0.109734,-1.02287,-0.569044
160,0.491615,99,0.01,0.0001,1,0.01,100,100,-0.777881,-0.569044
161,0.231596,99,9.6374,0.5,1,73.1569,100,0.01,-1.03342,-0.569044
162,0.271366,73,0.01,0.0853028,1,10.5944,88.4127,4.86306,-0.834779,-0.569044
163,0.134418,95,55.2717,0.366793,1,57.5922,99.9844,0.326856,-1.02444,-0.569044
164,0.204256,13,16.369,0.362223,0,32.6369,61.4048,33.5687,-1.06071,-0.569044
165,0.0727761,96,0.0313816,0.174577,1,16.2698,100,0.735764,-1.12778,-0.569044
166,0.288244,88,0.01,0.393196,1,22.1481,100,47.5706,-0.975584,-0.569044
167,0.156248,92,29.1651,0.290596,1,71.6995,99.5049,0.483178,-1.0589,-0.569044
168,0.323937,99,0.01,0.0301094,1,37.2919,100,43.9625,-0.759476,-0.569044
169,0.0186766,89,20.8076,0.0001,1,48.7891,100,1.14008,-1.02822,-0.569044
170,0.292845,99,36.5804,0.0254921,1,41.4738,100,0.351157,-1.03686,-0.569044
171,0.228189,93,46.0182,0.0999641,1,94.0637,99.3733,0.232465,-1.02962,-0.569044
172,0.5,94,0.01,0.0243617,0,67.559,100,64.4758,-0.832441,-0.569044
173,0.235306,99,36.2275,0.142909,1,56.0674,100,0.0738111,-1.05298,-0.569044
174,0.239067,96,48.8848,0.234326,1,49.7975,100,1.67885,-1.03603,-0.569044
175,0.5,99,94.8976,0.0001,1,81.7009,17.8535,51.3339,-1.00974,-0.569044
176,0.286682,87,57.6756,0.000701881,1,73.6308,1.36145,12.3497,-1.08303,-0.569044
177,0.06857,59,26.8957,0.0889335,1,1.31618,100,100,-1.02781,-0.569044
178,0.227024,70,5.17955,0.00446368,1,82.1244,2.54009,12.6492,-0.927485,-0.569044
179,0.454555,99,26.9381,0.060976,1,79.8516,1.99226,0.234694,-1.01427,-0.569044
180,0.467031,1,0.01,0.0928903,1,100,2.83184,6.21245,-0.977045,-0.569044
181,0.350287,88,2.45928,0.0001,1,82.8353,85.0009,100,-0.542391,-0.542391
182,0.347458,91,2.4152,0.000205041,1,94.1508,100,99.9761,-0.715067,-0.542391
183,0.311935,92,2.85161,0.000736099,1,100,93.2804,99.8982,-0.748431,-0.542391
184,0.368089,36,3.15182,0.000118272,1,87.563,67.5758,98.6352,-1.00112,-0.542391
185,0.401672,99,8.09046,0.119422,1,95.5818,4.71807,0.722558,-0.964383,-0.542391
186,0.105063,79,93.7112,0.34892,0,26.2671,84.0408,15.5066,-1.02193,-0.542391
187,0.481735,99,9.08852,0.108658,1,46.5565,0.001,0.87676,-0.989026,-0.542391
188,0.0754343,1,63.5749,0.204211,0,73.5779,0.001,95.2608,-1.05667,-0.542391
189,0.5,1,100,0.5,0,100,0.001,6.8483,-1.0288,-0.542391
190,0.399476,1,84.9431,0.499992,0,95.5882,0.125849,0.225902,-1.02427,-0.542391
191,0.350761,1,0.01,0.224986,1,100,0.001,0.01,-0.989119,-0.542391
192,0.464763,89,0.01,0.000347935,1,82.8972,87.4129,99.9432,-0.905484,-0.542391
193,0.499772,1,86.4765,0.302246,1,43.1356,0.623318,4.95969,-1.03451,-0.542391
194,0.354334,88,5.97978,0.00098504,1,82.8816,86.3969,99.8037,-1.01536,-0.542391
195,0.5,1,100,0.119586,1,3.5128,0.001,100,-1.05553,-0.542391
196,0.0001,2,74.0537,0.366613,0,80.7109,0.001,0.01,-1.07224,-0.542391
197,0.490461,2,80.2099,0.0588371,1,94.6812,0.861675,99.932,-1.03374,-0.542391
198,0.20169,60,30.2623,0.0726633,1,86.6485,2.92137,98.9001,-1.03874,-0.542391
199,0.0001,1,0.01,0.0001,1,100,0.001,100,-0.849574,-0.542391
200,0.167523,1,14.4203,0.0725172,1,46.832,0.001,100,-0.997812,-0.542391
201,0.400041,4,88.8417,0.0624479,0,61.845,14.8812,99.8784,-1.04657,-0.542391
202,0.486922,1,73.6225,0.115402,0,51.2352,14.9729,98.9209,-1.06181,-0.542391
203,0.233153,89,0.01,0.000463204,1,82.8228,85.0394,99.9263,-0.47852,-0.47852
204,0.0001,89,0.0925205,0.000522516,1,82.9108,85.1856,99.9468,-0.661642,-0.47852
