env_id,alg_id,search_runtime,max_trial_length,rollouts_per_mc_eval,num_repeats,num_threads
fruit-tree-stoch-depth-7,chmcts,20,50,1024,5,16

hp_opt_iter,czt_bias,czt_ball_split_visit_thresh,eval(mc_estimate_expected_utility),best_eval_so_far
MIN,0.01,1,MIN
MAX,100,100,MAX
0,22.8158,78,3.54371,3.54371
1,0.139895,97,3.4347,3.54371
2,67.6338,61,3.54442,3.54442
3,34.5192,19,3.55953,3.55953
4,43.7099,81,3.55471,3.55953
5,93.7011,59,3.55456,3.55953
6,15.9585,4,3.53695,3.55953
7,83.7719,41,3.53546,3.55953
8,52.4622,33,3.51939,3.55953
9,73.9955,22,3.53511,3.55953
10,100,99,3.56308,3.56308
11,100,1,3.57591,3.57591
12,100,1,3.54048,3.57591
13,100,99,3.56944,3.57591
14,100,99,3.51717,3.57591
15,34.4469,99,3.54869,3.57591
16,33.733,1,3.54285,3.57591
17,90.5887,1,3.53755,3.57591
18,40.0312,99,3.53353,3.57591
19,100,1,3.56723,3.57591
20,27.9106,1,3.57872,3.57872
21,27.6534,1,3.55334,3.57872
22,27.7906,1,3.54789,3.57872
23,86.9415,99,3.56339,3.57872
24,79.5628,99,3.53931,3.57872
25,28.3977,99,3.55587,3.57872
26,60.8604,99,3.53406,3.57872
27,39.5419,1,3.53877,3.57872
28,100,1,3.56627,3.57872
29,92.5723,99,3.54562,3.57872
30,100,1,3.5533,3.57872
31,27.3072,99,3.55853,3.57872
32,63.1668,17,3.54647,3.57872
33,27.2238,99,3.51427,3.57872
34,92.316,1,3.55704,3.57872
35,100,1,3.56647,3.57872
36,100,1,3.53145,3.57872
37,82.1912,1,3.55379,3.57872
38,73.3887,99,3.54113,3.57872
39,90.9731,99,3.55769,3.57872
40,46.4239,1,3.54487,3.57872
41,88.2259,1,3.52809,3.57872
42,35.3039,1,3.54335,3.57872
43,51.7917,99,3.55418,3.57872
44,59.011,1,3.54096,3.57872
45,100,99,3.51939,3.57872
46,22.7468,1,3.54202,3.57872
47,72.7203,1,3.53843,3.57872
48,45.9371,99,3.55034,3.57872
49,42.9211,1,3.52359,3.57872
50,84.5707,99,3.54042,3.57872
51,61.8659,99,3.5407,3.57872
52,34.3177,99,3.51937,3.57872
53,20.5122,1,3.55007,3.57872
54,41.1001,50,3.52864,3.57872
55,20.5754,1,3.54939,3.57872
56,100,1,3.57538,3.57872
57,100,1,3.56177,3.57872
58,100,1,3.56167,3.57872
59,92.2798,1,3.55327,3.57872
60,89.2536,1,3.5555,3.57872
61,77.9255,1,3.55258,3.57872
