env_id,alg_id,search_runtime,max_trial_length,rollouts_per_mc_eval,num_repeats,num_threads
resource-gathering-timed-v0,smbts,20,50,1024,5,16

hp_opt_iter,sm_l_inf_thresh,sm_split_visit_thresh,smbts_search_temp,smbts_epsilon,smbts_use_search_temp_decay,smbts_search_temp_decay_visits_scale,eval(mc_estimate_expected_utility),best_eval_so_far
76,0.499985,85,0.0192516,0.000142401,1,0.0199826,-0.238556,-0.230965
77,0.000144242,57,99.9983,0.368746,1,0.0200636,-0.234577,-0.230965
78,0.385335,65,99.9988,0.499998,1,99.9976,-0.241142,-0.230965
79,0.000146014,72,0.0192704,0.221095,1,0.0195322,-0.228745,-0.228745
80,0.000147443,41,99.9982,0.388662,1,0.0199482,-0.239976,-0.228745
81,0.499993,81,0.0185527,0.499993,1,0.0196853,-0.237924,-0.228745
82,0.000139156,55,99.9965,0.000149405,1,0.0180466,-0.237381,-0.228745
83,0.000144469,48,99.999,0.499989,1,99.998,-0.239728,-0.228745
84,0.114405,32,69.1051,0.000157742,0,99.9978,-0.237495,-0.228745
85,0.000140166,87,0.0172962,0.000149338,1,99.9954,-0.247165,-0.228745
86,0.000145218,54,0.0187106,0.000150219,1,99.9979,-0.239411,-0.228745
87,0.499993,67,99.9981,0.000148245,1,0.0191498,-0.243395,-0.228745
88,0.00392042,92,89.1494,0.40269,1,79.6527,-0.239326,-0.228745
89,0.499998,67,99.9972,0.000158031,1,0.019236,-0.24333,-0.228745
90,0.499985,32,99.9987,0.000151323,0,99.9981,-0.241645,-0.228745
91,0.499994,31,99.9991,0.000161382,0,0.0194887,-0.233891,-0.228745
92,0.499993,46,99.9984,0.000150796,1,0.0194651,-0.238963,-0.228745
93,0.499994,61,0.0182178,0.499992,1,0.0198938,-0.242349,-0.228745
94,0.499994,88,99.999,0.499988,1,0.0199968,-0.239645,-0.228745
95,0.499993,34,99.9975,0.499997,1,0.0201564,-0.231696,-0.228745
96,0.499993,40,99.9991,0.499992,1,0.0195729,-0.239749,-0.228745
97,0.499987,81,0.0197266,0.00015106,1,99.9988,-0.237232,-0.228745
98,0.499993,54,0.0185086,0.000148928,1,99.9975,-0.241206,-0.228745
99,0.499995,78,99.9992,0.499988,1,99.9972,-0.245008,-0.228745
100,0.49998,94,99.9972,0.499979,0,0.0271227,-0.240375,-0.228745
101,0.49998,67,99.9983,0.499988,0,0.0199356,-0.242263,-0.228745
102,0.00251124,80,0.503178,0.499728,0,0.607583,-0.238737,-0.228745
103,0.000461284,66,0.0476277,0.12931,0,0.043278,-0.237402,-0.228745
104,0.000399009,73,0.0167348,0.204093,1,0.0667794,-0.23863,-0.228745
105,0.000583176,67,0.342632,0.0001,1,0.0853925,-0.237989,-0.228745
106,0.000790534,63,0.0130288,0.0001,1,0.143639,-0.246007,-0.228745
107,0.499997,87,99.9973,0.499974,0,99.9999,-0.235885,-0.228745
108,0.499994,49,0.0184336,0.499989,1,0.0196258,-0.241255,-0.228745
109,0.499993,78,99.9974,0.000149702,0,0.0201945,-0.231175,-0.228745
110,0.392992,59,50.0934,0.280834,1,52.9893,-0.231766,-0.228745
111,0.499993,78,99.9982,0.000148712,0,0.0204049,-0.240456,-0.228745
112,0.000779264,87,0.0990296,0.125363,1,0.0190303,-0.244013,-0.228745
113,0.499993,43,99.999,0.000149318,0,99.9976,-0.237151,-0.228745
114,0.499982,33,0.0195464,0.499985,0,0.0180352,-0.238287,-0.228745
115,0.499994,76,0.0202481,0.499987,0,0.01,-0.236296,-0.228745
116,0.499993,86,0.0189263,0.499989,0,0.0203632,-0.239164,-0.228745
117,0.499999,91,0.0195264,0.499984,0,0.0202112,-0.246636,-0.228745
118,0.499994,63,0.0184749,0.499992,0,0.0197615,-0.231221,-0.228745
119,0.499993,65,0.0186989,0.499991,1,0.0201332,-0.233565,-0.228745
120,0.000454372,75,0.165723,0.5,0,0.0819852,-0.240418,-0.228745
