env_id,alg_id,search_runtime,max_trial_length,rollouts_per_mc_eval,num_repeats,num_threads
breakable-bottles-v0,chmcts,20,50,1024,5,16

hp_opt_iter,czt_bias,czt_ball_split_visit_thresh,eval(mc_estimate_expected_utility),best_eval_so_far
MIN,0.01,1,MIN
MAX,100,100,MAX
163,53.7083,50,4.12939,7.55702
164,78.9167,52,5.39481,7.55702
165,100,99,5.75393,7.55702
166,83.335,95,5.04896,7.55702
167,60.1787,2,6.111,7.55702
168,25.9315,1,6.65475,7.55702
169,29.3338,1,6.08744,7.55702
170,60.238,99,6.18771,7.55702
171,35.2983,99,4.4484,7.55702
172,24.2343,1,6.08785,7.55702
173,60.42,99,6.25553,7.55702
174,48.0037,99,4.83645,7.55702
175,33.6288,1,5.80294,7.55702
176,14.3288,1,5.88646,7.55702
177,39.6222,1,6.43439,7.55702
178,46.3536,1,7.20975,7.55702
179,25.8646,1,6.73793,7.55702
180,25.0659,32,5.79918,7.55702
181,10.9953,1,6.29423,7.55702
182,0.01,1,3.0675,7.55702
183,28.4497,47,5.11274,7.55702
184,16.675,17,5.72113,7.55702
185,75.0025,6,4.94945,7.55702
186,38.7856,1,5.95785,7.55702
187,62.5521,1,6.64804,7.55702
188,50.2834,1,5.93637,7.55702
189,93.7657,58,4.65123,7.55702
190,56.0161,1,5.33632,7.55702
191,39.6625,1,6.4094,7.55702
192,40.2031,1,5.56789,7.55702
193,18.9844,1,6.90316,7.55702
194,21.2694,1,6.3266,7.55702
195,21.3212,1,5.50487,7.55702
196,46.7727,1,5.55359,7.55702
197,61.115,95,5.54527,7.55702
198,99.951,99,6.36626,7.55702
199,100,97,5.38105,7.55702

Best eval with params:
eval (mc_estimate_expected_utility) = 7.55702
czt_ball_split_visit_thresh = 47
czt_bias = 55.9621
