env_id,alg_id,search_runtime,max_trial_length,rollouts_per_mc_eval,num_repeats,num_threads
deep-sea-treasure-vamplew-stoch,chmcts,20,50,1024,5,16

hp_opt_iter,czt_bias,czt_ball_split_visit_thresh,eval(mc_estimate_expected_utility),best_eval_so_far
MIN,0.01,1,MIN
148,0.01,99,-0.825726,-0.073015
149,0.01,1,-0.996205,-0.073015
150,5.565,50,-0.939575,-0.073015
151,56.0557,6,-1.73022,-0.073015
152,8.59204,99,-0.561856,-0.073015
153,5.565,50,-1.12219,-0.073015
154,0.01,99,-0.563308,-0.073015
155,0.01,99,-0.268798,-0.073015
156,16.675,95,-0.49512,-0.073015
157,100,99,-0.796301,-0.073015
158,100,99,-1.86145,-0.073015
159,77.8004,99,-0.887348,-0.073015
160,0.01,99,-0.503705,-0.073015
161,0.01,99,-0.369122,-0.073015
162,0.01,99,-0.495341,-0.073015
163,0.382496,47,-0.679872,-0.073015
164,7.45779,63,-0.210813,-0.073015
165,7.46657,63,-1.51852,-0.073015
166,71.5511,99,-2.11778,-0.073015
167,16.675,54,-0.621351,-0.073015
168,0.01,51,-0.461474,-0.073015
169,5.565,61,-0.242234,-0.073015
170,5.565,61,-0.421804,-0.073015
171,12.9717,50,-0.833154,-0.073015
172,5.565,75,-0.358582,-0.073015
173,0.01,99,-0.479247,-0.073015
174,0.01,99,-0.525361,-0.073015
175,0.01,99,-0.469139,-0.073015
176,0.01,99,-1.38475,-0.073015
177,25.3845,2,-1.37454,-0.073015
178,16.675,95,-0.74149,-0.073015
179,0.01,49,-0.190115,-0.073015
180,0.01,27,-0.379969,-0.073015
181,0.01,51,-0.515307,-0.073015
182,0.01,50,-0.185624,-0.073015
183,0.01,48,-0.883862,-0.073015
184,5.565,50,-1.12283,-0.073015
185,0.01,99,-0.138868,-0.073015
186,0.01,99,-0.797536,-0.073015
187,0.0103911,99,-0.766867,-0.073015
188,5.565,50,-0.958345,-0.073015
189,73.6982,85,-1.34356,-0.073015
190,5.565,50,-0.953179,-0.073015
191,12.416,99,-0.748704,-0.073015
192,12.9717,50,-1.02853,-0.073015
193,100,99,-1.73043,-0.073015
194,59.321,99,-1.18412,-0.073015
195,12.4,99,-0.645835,-0.073015
196,88.4364,99,-1.42063,-0.073015
197,12.3769,99,-0.613685,-0.073015
198,26.4371,99,-0.683684,-0.073015
199,9.26196,99,-1.06559,-0.073015
200,51.4346,99,-1.83222,-0.073015
201,0.01,1,-0.523675,-0.073015
202,10.4482,1,-0.76631,-0.073015
203,0.418971,1,-0.671497,-0.073015

Best eval with params:
eval (mc_estimate_expected_utility) = -0.073015
czt_ball_split_visit_thresh = 99
czt_bias = 0.01
