env_id,alg_id,search_runtime,max_trial_length,rollouts_per_mc_eval,num_repeats,num_threads
minecart-v0,czt,20,50,1024,5,16

hp_opt_iter,czt_bias,czt_ball_split_visit_thresh,eval(mc_estimate_expected_utility),best_eval_so_far
MIN,0.01,1,MIN
MAX,100,100,MAX
149,0.01,1,-1.09685,-1.08255
150,0.01,1,-1.12275,-1.08255
151,0.01,99,-1.10558,-1.08255
152,0.01,1,-1.12505,-1.08255
153,0.01,99,-1.11675,-1.08255
154,100,1,-1.12818,-1.08255
155,0.01,99,-1.09847,-1.08255
156,99.9875,99,-1.11357,-1.08255
157,100,99,-1.09157,-1.08255
158,100,99,-1.11124,-1.08255
159,99.9724,99,-1.12122,-1.08255
160,0.01,1,-1.09917,-1.08255
161,0.01,99,-1.1184,-1.08255
162,100,1,-1.11373,-1.08255
163,0.01,1,-1.08778,-1.08255
164,32.6321,16,-1.12899,-1.08255
165,0.01,99,-1.12809,-1.08255
166,100,1,-1.13186,-1.08255
167,0.01,1,-1.11509,-1.08255
168,100,99,-1.10824,-1.08255
169,99.9991,99,-1.13126,-1.08255
170,100,99,-1.12754,-1.08255
171,0.01,1,-1.12894,-1.08255
172,0.01,99,-1.13433,-1.08255
173,100,1,-1.10927,-1.08255
174,100,1,-1.12695,-1.08255
175,0.01,1,-1.10617,-1.08255
176,0.01,1,-1.13089,-1.08255
177,0.01,99,-1.11507,-1.08255
178,0.01,99,-1.1165,-1.08255
179,100,1,-1.09365,-1.08255
180,100,1,-1.12533,-1.08255
181,100,99,-1.09972,-1.08255
182,99.9942,99,-1.10475,-1.08255
183,99.9977,99,-1.12858,-1.08255
184,0.01,2,-1.11438,-1.08255
185,0.01,99,-1.10217,-1.08255
186,33.5248,36,-1.09735,-1.08255
187,0.01,99,-1.12901,-1.08255
188,100,1,-1.11329,-1.08255
189,100,1,-1.11889,-1.08255
190,3.24632,3,-1.11865,-1.08255
191,0.01,1,-1.10044,-1.08255
192,0.01,99,-1.10294,-1.08255
193,0.01,3,-1.12369,-1.08255
194,0.01,99,-1.10771,-1.08255
195,99.9966,99,-1.13895,-1.08255
196,99.965,99,-1.10843,-1.08255
197,99.9778,99,-1.08905,-1.08255
198,0.01,99,-1.11562,-1.08255
199,100,1,-1.11878,-1.08255
200,100,99,-1.11596,-1.08255
201,100,99,-1.10276,-1.08255
202,100,99,-1.13044,-1.08255
203,0.01,3,-1.11367,-1.08255
204,0.01,99,-1.11479,-1.08255
205,100,1,-1.10041,-1.08255
206,100,1,-1.10594,-1.08255
207,100,1,-1.09254,-1.08255
208,45.2442,76,-1.11878,-1.08255

Best eval with params:
eval (mc_estimate_expected_utility) = -1.08255
czt_ball_split_visit_thresh = 99
czt_bias = 100
