env_id,alg_id,search_runtime,max_trial_length,rollouts_per_mc_eval,num_repeats,num_threads
minecart-deterministic-v0,smbts,20,50,1024,5,16

hp_opt_iter,sm_l_inf_thresh,sm_split_visit_thresh,smbts_search_temp,smbts_epsilon,smbts_use_search_temp_decay,smbts_search_temp_decay_visits_scale,eval(mc_estimate_expected_utility),best_eval_so_far
77,0.394662,95,74.9463,0.0833549,0,75.0025,-0.684234,0.0597195
78,0.394655,95,50.2511,0.0837721,1,75.0025,-0.643066,0.0597195
79,0.288199,94,0.710932,0.286385,1,72.6458,-0.613973,0.0597195
80,0.324375,96,10.5802,0.329791,1,76.8486,-0.552225,0.0597195
81,0.423549,95,13.8569,0.246849,1,67.4038,-0.549389,0.0597195
82,0.251367,24,63.8356,0.243274,1,14.9261,-0.619126,0.0597195
83,0.312557,29,44.8021,0.268636,1,16.5279,-0.618657,0.0597195
84,0.16016,16,26.6688,0.179919,1,73.0092,-0.575346,0.0597195
85,0.219152,15,22.1154,0.233392,1,75.1099,-0.519241,0.0597195
86,0.151083,5,7.83748,0.26219,1,72.9619,-0.592177,0.0597195
87,0.223407,16,14.6146,0.291419,1,78.3004,-0.58316,0.0597195
88,0.389044,8,37.534,0.000533679,1,9.57921,-0.5913,0.0597195
89,0.222202,6,66.1374,0.0259284,1,16.2658,-0.548276,0.0597195
90,0.177514,7,58.5144,0.0001,1,12.2722,-0.641802,0.0597195
91,0.144039,1,11.0868,0.102319,1,11.8374,-0.585903,0.0597195
92,0.221751,5,33.0382,0.07573,1,32.909,-0.607538,0.0597195
93,0.222942,11,43.0901,0.0122566,1,15.1268,-0.585791,0.0597195
94,0.229731,10,42.1951,0.182542,1,12.6291,-0.596026,0.0597195
95,0.185625,4,65.332,0.113681,1,7.31861,-0.595531,0.0597195
96,0.187948,8,55.9867,0.123323,1,14.3216,-0.594039,0.0597195
97,0.172539,21,21.9591,0.483684,1,94.1663,-0.60555,0.0597195
98,0.243048,4,58.0023,0.183357,1,11.2861,-0.589514,0.0597195
99,0.5,82,0.531817,0.00547196,1,95.0141,-0.152732,0.0597195
100,0.254495,8,47.8027,0.170704,1,12.9253,-0.575162,0.0597195
101,0.250087,12,69.3079,0.364709,1,16.6694,-0.601677,0.0597195
102,0.215272,12,56.6444,0.309953,1,16.0875,-0.612564,0.0597195
103,0.266121,23,77.5885,0.391992,1,11.1102,-0.592974,0.0597195
104,0.27407,25,82.6526,0.293502,1,14.8673,-0.595346,0.0597195
105,0.282497,24,70.5833,0.240193,1,19.4026,-0.577419,0.0597195
106,0.263135,14,50.4241,0.316306,1,15.0569,-0.590657,0.0597195
107,0.0706892,98,59.2463,0.222875,1,32.927,-0.621974,0.0597195
108,0.376854,79,1.28185,0.0381632,1,95.1799,-0.0584527,0.0597195
109,0.381651,80,1.23611,0.0405595,1,95.0349,-0.325261,0.0597195
110,0.482736,99,0.847385,0.0165215,1,95.1025,-0.290451,0.0597195
111,0.0735061,95,50.1033,0.256107,1,43.9788,-0.53922,0.0597195
112,0.0722835,99,10.9908,0.5,0,39.7909,-0.605789,0.0597195
113,0.250025,75,16.6391,0.47881,0,48.6136,-0.651603,0.0597195
114,0.381045,92,100,0.372348,0,92.6543,-0.615631,0.0597195
115,0.417912,99,53.4417,0.358444,0,99.4844,-0.588665,0.0597195
116,0.368475,78,0.854043,0.00454913,1,95.0905,-0.0474363,0.0597195
117,0.367494,78,0.967334,0.00458259,1,95.2072,-0.0939375,0.0597195
118,0.368448,78,0.809342,0.00456382,1,95.1503,-0.159614,0.0597195
119,0.0496415,18,92.3445,0.230676,1,65.4313,-0.562661,0.0597195
120,0.369812,78,0.638203,0.00464364,1,95.1299,-0.227909,0.0597195
121,0.367023,78,0.864,0.0153494,0,95.3515,-0.519742,0.0597195
122,0.368527,78,0.671181,0.00485023,1,94.9278,-0.0576253,0.0597195
123,0.368428,78,0.761671,0.00462622,1,95.1663,-0.178327,0.0597195
124,0.4143,75,29.1923,0.37487,0,75.0025,-0.630865,0.0597195
125,0.37442,30,0.01,0.127472,0,100,-0.579856,0.0597195
126,0.262217,52,0.173389,0.242119,0,72.1654,-0.516735,0.0597195
127,0.158373,96,30.471,0.179764,0,36.8025,-0.59798,0.0597195
128,0.370398,78,0.657009,0.0001,1,95.1631,-0.211756,0.0597195
129,0.394648,17,50.1738,0.270848,0,75.0025,-0.612004,0.0597195
130,0.211788,38,100,0.448945,0,93.2543,-0.558246,0.0597195
131,0.212603,43,68.6009,0.413959,0,75.8239,-0.603953,0.0597195
132,0.5,83,46.0216,0.5,0,11.7168,-0.597994,0.0597195
133,0.372335,78,0.674105,0.0001,1,95.0837,-0.0277282,0.0597195
134,0.373479,78,0.829773,0.0001,1,95.0603,-0.0176753,0.0597195
135,0.5,83,51.5807,0.113275,0,84.6063,-0.580435,0.0597195
136,0.478529,85,20.7509,0.2655,0,98.5834,-0.58991,0.0597195
137,0.373338,78,0.88502,0.0001,1,95.0914,-0.451302,0.0597195
138,0.375097,79,0.857529,0.0288767,1,95.1818,-0.0578508,0.0597195
139,0.5,79,0.731239,0.0163738,1,95.1142,-0.110197,0.0597195
140,0.370339,78,0.920455,0.0423724,1,95.3144,-0.387148,0.0597195
141,0.453451,5,87.2546,0.168878,1,73.5593,-0.559417,0.0597195
142,0.483915,79,1.03833,0.0001,1,95.0361,-0.0875397,0.0597195
143,0.368358,78,0.782226,0.0419341,1,95.1372,-0.461382,0.0597195
144,0.367511,78,0.850981,0.0001,1,94.9786,-0.0494092,0.0597195
145,0.401155,79,0.815573,0.0001,1,95.1328,-0.132904,0.0597195
146,0.41498,73,100,0.0815463,0,44.5854,-0.608162,0.0597195
