env_id,alg_id,search_runtime,max_trial_length,rollouts_per_mc_eval,num_repeats,num_threads
deep-sea-treasure-vamplew-stoch,smdents,20,50,1024,5,16

hp_opt_iter,sm_l_inf_thresh,sm_split_visit_thresh,smbts_search_temp,smbts_epsilon,smbts_use_search_temp_decay,smbts_search_temp_decay_visits_scale,smdents_entropy_temp_init,smdents_entropy_temp_visits_scale,eval(mc_estimate_expected_utility),best_eval_so_far
78,0.281149,99,0.01669,0.14483,1,61.4381,0.0117624,99.996,-0.976396,-0.558463
79,0.218812,99,0.0194378,0.138165,1,99.9975,0.0104259,99.9981,-0.900143,-0.558463
80,0.499987,99,42.5746,0.149433,1,99.9982,96.2991,68.5616,-1.20968,-0.558463
81,0.499992,99,79.5842,0.153831,1,99.9974,86.9495,99.9985,-2.6096,-0.558463
82,0.000683554,1,0.0937743,0.170007,1,99.8127,0.296414,0.0376885,-1.57348,-0.558463
83,0.5,99,100,0.0001,1,100,100,0.01,-2.76424,-0.558463
84,0.499993,99,99.9979,0.0777462,1,99.9994,99.9974,0.020821,-2.50639,-0.558463
85,0.299348,99,0.0204505,0.146429,0,99.9977,0.0117797,99.9983,-2.27453,-0.558463
86,0.499991,99,0.0196398,0.15688,1,99.9974,0.0115273,99.9977,-0.808111,-0.558463
87,0.499985,99,0.0189806,0.158676,1,53.5083,0.0091699,99.9963,-0.99141,-0.558463
88,0.5,99,0.0100001,0.474862,0,100,0.00867221,0.0187287,-2.02808,-0.558463
89,0.499991,99,0.0194456,0.420997,0,99.9982,0.0112588,0.0201582,-1.83783,-0.558463
90,0.000205044,99,99.994,0.200122,1,0.0347839,0.0268341,45.193,-4.50863,-0.558463
91,0.5,1,0.01,0.5,0,0.0123435,0.00339563,0.0111248,-2.57805,-0.558463
92,0.000150331,99,0.0196591,0.431506,0,0.0196662,0.0108241,0.0202822,-1.7987,-0.558463
93,0.000147708,1,0.0166648,0.445893,1,99.9966,99.999,0.0206783,-2.23081,-0.558463
94,0.499991,1,0.0194131,0.426018,0,0.0190256,0.0100049,99.9979,-2.93293,-0.558463
95,0.0001,99,0.01,0.5,1,100,0.001,100,-1.80028,-0.558463
96,0.499995,99,0.0196226,0.132976,0,63.8173,0.00972282,99.9983,-1.48235,-0.558463
