env_id,alg_id,search_runtime,max_trial_length,rollouts_per_mc_eval,num_repeats,num_threads
fruit-tree-depth-7,smdents,20,50,1024,5,16

hp_opt_iter,sm_l_inf_thresh,sm_split_visit_thresh,smbts_search_temp,smbts_epsilon,smbts_use_search_temp_decay,smbts_search_temp_decay_visits_scale,smdents_entropy_temp_init,smdents_entropy_temp_visits_scale,eval(mc_estimate_expected_utility),best_eval_so_far
205,0.499997,1,77.703,0.499997,1,34.1487,100,0.0241364,4.90353,4.91789
206,0.499989,1,99.9974,0.499998,1,31.2045,99.9979,0.0183182,4.90804,4.91789
207,0.499997,1,99.9959,0.000147831,1,43.8425,99.9981,0.0194365,4.89195,4.91789
208,0.276354,90,84.7073,0.127429,0,96.2523,0.00592658,86.5028,4.87599,4.91789

Best eval with params:
eval (mc_estimate_expected_utility) = 4.91789
smdents_entropy_temp_visits_scale = 45.5781
smbts_search_temp_decay_visits_scale = 47.6801
smbts_epsilon = 0.5
smbts_search_temp = 99.9989
smdents_entropy_temp_init = 99.9965
smbts_use_search_temp_decay = 0
sm_split_visit_thresh = 21
sm_l_inf_thresh = 0.49997
