env_id,alg_id,search_runtime,max_trial_length,rollouts_per_mc_eval,num_repeats,num_threads
breakable-bottles-v0,czt,20,50,1024,5,16

hp_opt_iter,czt_bias,czt_ball_split_visit_thresh,eval(mc_estimate_expected_utility),best_eval_so_far
MIN,0.01,1,MIN
162,38.895,50,2.30753,6.82601
163,0.01,55,3.02459,6.82601
164,19.18,71,4.87086,6.82601
165,38.1657,89,4.82179,6.82601
166,21.257,74,3.65268,6.82601
167,38.895,83,4.74038,6.82601
168,79.706,99,3.49182,6.82601
169,50.005,79,3.87953,6.82601
170,98.6112,50,0.365652,6.82601
171,0.01,37,2.54342,6.82601
172,0.01,65,2.42179,6.82601
173,54.7601,99,4.89817,6.82601
174,40.528,99,3.51137,6.82601
175,61.115,50,1.82893,6.82601
176,41.2906,99,5.45087,6.82601
177,45.5026,99,4.65893,6.82601
178,23.7189,99,5.1752,6.82601
179,16.675,83,5.11244,6.82601
180,20.1068,39,3.30804,6.82601
181,29.9445,63,4.48111,6.82601
182,32.9316,71,3.60624,6.82601
183,16.675,83,6.26321,6.82601
184,23.5035,99,4.51676,6.82601
185,16.675,83,5.21286,6.82601
186,29.1738,83,4.01552,6.82601
187,79.647,99,3.50662,6.82601
188,16.675,95,4.99087,6.82601
189,16.675,83,4.81677,6.82601
190,16.675,61,4.6967,6.82601
191,23.2992,90,4.09793,6.82601
192,29.1738,61,3.95367,6.82601
193,83.335,83,3.57851,6.82601
194,61.115,83,3.85936,6.82601
195,0.01,25,2.4886,6.82601
196,20.3783,50,4.88894,6.82601
197,5.565,50,2.04766,6.82601
198,50.005,72,2.57692,6.82601
199,54.8404,99,3.93006,6.82601

Best eval with params:
eval (mc_estimate_expected_utility) = 6.82601
czt_ball_split_visit_thresh = 99
czt_bias = 29.6923
