env_id,alg_id,search_runtime,max_trial_length,rollouts_per_mc_eval,num_repeats,num_threads
four-room-timed-v0,czt,20,50,1024,5,16

hp_opt_iter,czt_bias,czt_ball_split_visit_thresh,eval(mc_estimate_expected_utility),best_eval_so_far
MIN,0.01,1,MIN
MAX,100,100,MAX
153,0.1861,60,-12.8369,-11.9873
154,99.9837,1,-12.5762,-11.9873
155,100,99,-12.3234,-11.9873
156,38.9359,99,-12.3743,-11.9873
157,100,53,-12.2493,-11.9873
158,38.9359,99,-12.4522,-11.9873
159,100,1,-12.289,-11.9873
160,100,53,-12.2879,-11.9873
161,99.9837,1,-12.2259,-11.9873
162,100,53,-12.314,-11.9873
163,0.01,99,-12.2713,-11.9873
164,46.9404,12,-12.3225,-11.9873
165,0.01,99,-12.1964,-11.9873
166,0.01,99,-12.049,-11.9873
167,49.8673,79,-12.3663,-11.9873
168,61.6132,6,-12.1944,-11.9873
169,61.2992,5,-12.2908,-11.9873
170,46.3017,12,-12.611,-11.9873
171,72.09,94,-12.3743,-11.9873
172,50.386,82,-12.2095,-11.9873
