env_id,alg_id,search_runtime,max_trial_length,rollouts_per_mc_eval,num_repeats,num_threads
minecart-deterministic-v0,czt,20,50,1024,5,16

hp_opt_iter,czt_bias,czt_ball_split_visit_thresh,eval(mc_estimate_expected_utility),best_eval_so_far
MIN,0.01,1,MIN
MAX,100,100,MAX
146,0.01,99,-0.906965,-0.8204
147,47.2658,59,-1.07522,-0.8204
148,0.122735,99,-0.901384,-0.8204
149,0.01,99,-0.893544,-0.8204
150,50.005,54,-1.08767,-0.8204
151,92.967,16,-1.07276,-0.8204
152,95.8337,17,-1.04999,-0.8204
153,93.7506,1,-1.08378,-0.8204
154,94.686,2,-1.0759,-0.8204
155,100,1,-1.08677,-0.8204
156,98.9664,22,-1.06084,-0.8204
157,98.9673,22,-1.08501,-0.8204
158,89.37,20,-1.06746,-0.8204
159,90.9865,22,-1.09795,-0.8204
160,93.9971,22,-1.10018,-0.8204
161,98.1306,21,-1.06627,-0.8204
162,96.6711,20,-1.09388,-0.8204
163,0.01,99,-0.861941,-0.8204
164,37.8265,39,-1.09861,-0.8204
165,95.8337,17,-1.09806,-0.8204
166,61.8878,8,-1.0802,-0.8204
167,74.389,8,-1.08413,-0.8204
168,72.6137,13,-1.07656,-0.8204
169,85.5884,3,-1.07051,-0.8204
170,84.343,1,-1.07906,-0.8204
171,81.2247,1,-1.10356,-0.8204
172,78.8664,13,-1.07503,-0.8204
173,88.5437,14,-1.04905,-0.8204
174,86.3588,16,-1.08684,-0.8204
175,81.9865,20,-1.06266,-0.8204
176,82.771,23,-1.07637,-0.8204
177,0.01,99,-0.893453,-0.8204
178,0.188993,99,-0.951306,-0.8204
179,0.01,99,-0.849767,-0.8204
180,0.01,99,-0.894802,-0.8204
181,81.9837,20,-1.09461,-0.8204
182,82.3414,16,-1.08354,-0.8204
183,0.125971,99,-0.892602,-0.8204
184,83.335,17,-1.08446,-0.8204
185,27.785,50,-1.07639,-0.8204
186,28.0844,24,-1.09219,-0.8204
187,52.7825,99,-1.08589,-0.8204
188,26.5695,99,-1.06901,-0.8204
189,27.1877,87,-1.07539,-0.8204
190,50.9297,99,-1.07952,-0.8204
191,19.8303,99,-1.06255,-0.8204
192,24.5668,99,-1.10923,-0.8204
193,25.9602,98,-1.08368,-0.8204
194,49.4034,64,-1.08949,-0.8204
195,40.0435,72,-1.07983,-0.8204
196,27.785,75,-1.07952,-0.8204
197,8.68969,97,-1.0878,-0.8204
198,10.7142,97,-1.09551,-0.8204
199,9.73125,99,-1.08845,-0.8204
200,4.52344,99,-1.07786,-0.8204
201,5.565,99,-1.06874,-0.8204
202,31.1689,28,-1.0909,-0.8204
203,33.5927,52,-1.08913,-0.8204
204,30.5434,67,-1.09392,-0.8204
205,29.1738,61,-1.06116,-0.8204
206,0.01,68,-0.958863,-0.8204
207,12.9462,3,-1.05516,-0.8204
208,89.2708,33,-1.08806,-0.8204

Best eval with params:
eval (mc_estimate_expected_utility) = -0.8204
czt_ball_split_visit_thresh = 99
czt_bias = 0.01
