env_id,alg_id,search_runtime,max_trial_length,rollouts_per_mc_eval,num_repeats,num_threads
deep-sea-treasure-v0,czt,20,50,1024,5,16

hp_opt_iter,czt_bias,czt_ball_split_visit_thresh,eval(mc_estimate_expected_utility),best_eval_so_far
MIN,0.01,5,MIN
161,83.335,96,1.98897,4.01108
162,32.8313,44,2.78534,4.01108
163,27.6297,32,2.96409,4.01108
164,7.36862,17,3.32749,4.01108
165,100,5,0.604216,4.01108
166,7.26874,17,3.34527,4.01108
167,7.27828,17,3.28915,4.01108
168,7.30972,17,3.67779,4.01108
169,5.23324,16,3.8129,4.01108
170,3.80095,25,3.18994,4.01108
171,7.05915,17,3.45571,4.01108
172,7.04492,17,3.72747,4.01108
173,6.95844,18,3.26816,4.01108
174,12.9009,16,3.10852,4.01108
175,6.94687,5,3.64942,4.01108
176,16.675,20,2.97956,4.01108
177,7.6718,79,3.72904,4.01108
178,7.62623,80,3.28679,4.01108
179,9.47584,79,3.22781,4.01108
180,9.07549,74,3.09686,4.01108
181,9.518,62,2.76454,4.01108
182,7.41022,86,3.05844,4.01108
183,4.12427,75,2.80834,4.01108
184,11.8057,71,3.355,4.01108
185,10.5616,84,2.566,4.01108
186,100,52,1.61524,4.01108
187,68.8117,76,2.04729,4.01108
188,40.2167,41,2.52001,4.01108
189,68.8117,76,2.41676,4.01108
190,6.80674,5,3.43744,4.01108
191,15.8795,72,2.40723,4.01108
192,29.2156,45,2.77515,4.01108
193,54.2036,46,2.38526,4.01108
194,63.2165,54,2.396,4.01108
195,6.63939,5,3.40176,4.01108
196,5.38197,5,3.99575,4.01108
197,72.225,63,2.16185,4.01108
198,4.80562,5,3.95809,4.01108
199,6.89212,5,3.6285,4.01108
200,5.07886,5,3.60202,4.01108
201,4.85865,5,3.73011,4.01108

Best eval with params:
eval (mc_estimate_expected_utility) = 4.01108
czt_ball_split_visit_thresh = 5
czt_bias = 3.96968
