env_id,alg_id,search_runtime,max_trial_length,rollouts_per_mc_eval,num_repeats,num_threads
deep-sea-treasure-v0,smbts,20,50,1024,5,16

hp_opt_iter,sm_l_inf_thresh,sm_split_visit_thresh,smbts_search_temp,smbts_epsilon,smbts_use_search_temp_decay,smbts_search_temp_decay_visits_scale,eval(mc_estimate_expected_utility),best_eval_so_far
82,0.499993,1,99.9984,0.409726,1,99.9977,6.43898,6.86165
83,0.499993,1,99.9981,0.24877,1,72.2241,6.32755,6.86165
84,0.000147405,1,60.5447,0.417947,1,73.8059,6.75265,6.86165
85,0.000141108,1,63.5807,0.357382,1,74.402,6.67814,6.86165
86,0.00013627,1,61.7784,0.428023,1,75.6792,6.61289,6.86165
87,0.000518526,1,4.96778,0.400366,1,99.9733,6.28833,6.86165
88,0.000583971,1,100,0.363165,1,99.964,6.74503,6.86165
89,0.487611,13,85.9834,0.0933222,0,2.61577,5.92288,6.86165
90,0.000144897,99,99.9976,0.234911,1,73.9977,6.35744,6.86165
91,0.000144377,1,99.9975,0.359109,1,70.2879,6.75011,6.86165
92,0.000143273,1,99.9985,0.418177,1,73.1336,6.64174,6.86165
93,0.000145244,1,99.9974,0.340155,1,73.7216,6.57469,6.86165
94,0.000137905,1,62.1337,0.319382,1,99.9955,6.53405,6.86165
95,0.000137368,1,78.3124,0.432113,1,99.9994,6.68732,6.86165
96,0.000136201,1,99.9993,0.421279,1,100,6.54549,6.86165
97,0.000147155,1,66.466,0.387885,1,70.5359,6.7594,6.86165
98,0.000148123,1,68.6644,0.431689,1,74.2733,6.63246,6.86165
99,0.000147552,1,99.9975,0.368112,1,65.1292,6.78488,6.86165
100,0.000143397,1,99.998,0.336477,1,65.9258,6.6368,6.86165
101,0.000198933,1,81.1251,0.377338,1,99.9899,6.55122,6.86165
102,0.000145453,1,99.9977,0.42257,1,68.8604,6.62618,6.86165
103,0.499989,1,58.9431,0.428454,1,86.392,6.51425,6.86165
104,0.00014693,44,99.9977,0.344927,1,77.6303,6.44967,6.86165
105,0.000145218,1,47.7686,0.332528,1,68.3438,6.606,6.86165
106,0.000141937,1,56.7332,0.387852,1,65.8961,6.64167,6.86165
107,0.000139315,1,99.9959,0.288748,1,66.299,6.57256,6.86165
108,0.49999,1,80.0681,0.36071,1,80.0932,6.45764,6.86165
109,0.000147279,1,63.2719,0.437691,1,75.3897,6.38042,6.86165
110,0.5,99,99.9991,0.18981,1,40.4462,6.01169,6.86165
111,0.395121,5,25.8162,0.00695184,0,95.471,5.89525,6.86165
112,0.00113326,1,100,0.456517,1,99.9991,6.60356,6.86165
113,0.000371913,1,74.6508,0.381646,1,99.7925,6.59382,6.86165
114,0.0001,1,99.9976,0.346456,1,99.9919,6.58918,6.86165
115,0.431283,1,99.9998,0.322231,1,99.9995,6.36188,6.86165
116,0.000145355,1,55.8922,0.329294,1,52.6363,6.65453,6.86165
117,0.0001,1,99.9985,0.348775,1,47.2402,6.46257,6.86165
118,0.499992,1,21.5822,0.313559,1,93.8645,6.41855,6.86165
119,0.499489,1,99.9985,0.437226,1,99.9978,6.42841,6.86165
120,0.000136931,1,25.1801,0.438041,1,99.9986,6.21388,6.86165
121,0.000622676,1,100,0.398345,1,99.9858,6.53547,6.86165
122,0.499994,1,99.9982,0.303222,1,35.3162,6.38668,6.86165
123,0.000144441,1,62.559,0.298361,1,99.9975,6.4883,6.86165
124,0.000143294,43,99.9984,0.200055,1,99.9976,6.51972,6.86165
125,0.00014475,1,99.998,0.200063,1,33.6174,6.72296,6.86165
126,0.000140818,1,99.998,0.204689,1,36.3505,6.4593,6.86165
127,0.000145724,99,99.9967,0.184273,1,32.9945,5.95397,6.86165
128,0.499993,1,99.9983,0.200725,1,99.9975,6.40305,6.86165
129,0.00014544,1,99.9984,0.261341,1,99.9971,6.28857,6.86165
130,0.00015487,1,100,0.358179,1,99.9945,6.79412,6.86165
131,0.000144466,1,99.9983,0.321816,1,99.9982,6.61966,6.86165
132,0.000144468,1,99.9984,0.40029,1,99.9976,6.69682,6.86165
133,0.333638,48,74.3497,0.0615318,0,65.1819,5.8382,6.86165
134,0.000144441,1,99.9983,0.400257,1,99.9976,6.70091,6.86165
135,0.000149971,1,99.9982,0.40307,1,99.9997,6.68258,6.86165
136,0.00014516,1,99.9974,0.299857,1,99.9976,6.58665,6.86165
137,0.000143581,1,55.4121,0.357283,1,99.9977,6.53871,6.86165
138,0.000144365,1,44.6084,0.28917,1,99.9982,6.43493,6.86165
139,0.00120164,1,100,0.417857,1,99.9605,6.82782,6.86165
140,0.000270427,1,100,0.423852,1,99.9326,6.56917,6.86165
141,0.000700131,1,100,0.411856,1,99.8662,6.58239,6.86165
142,0.499996,1,99.9978,0.361649,1,99.9974,6.49436,6.86165
143,0.0001,69,99.9972,0.342277,1,99.9992,6.20568,6.86165
144,0.000366295,1,62.4715,0.41926,1,99.96,6.57773,6.86165
145,0.47652,1,99.9978,0.274959,1,46.929,6.26118,6.86165
146,0.000150216,1,100,0.379935,1,56.1812,6.5938,6.86165
147,0.000291003,1,100,0.417132,1,99.6699,6.69731,6.86165
148,0.000146286,1,52.2103,0.320434,1,41.9589,6.60934,6.86165
149,0.000145119,1,68.0479,0.380507,1,99.9976,6.54578,6.86165
150,0.000473251,1,100,0.5,1,99.9601,6.44969,6.86165
151,0.000120862,1,99.9991,0.389323,1,58.7094,6.71891,6.86165
152,0.000140087,1,99.9974,0.375605,1,49.5528,6.59115,6.86165
153,0.000807618,1,100,0.443959,1,99.6093,6.66316,6.86165
154,0.000132512,1,99.9964,0.329462,1,50.9428,6.59154,6.86165
155,0.163647,62,26.4297,0.0324541,0,14.8535,5.88518,6.86165
156,0.000149156,1,23.2828,0.345972,1,47.8773,6.54708,6.86165
157,0.000154717,49,51.7125,0.317288,1,61.5546,6.39749,6.86165
158,0.000159744,1,59.3859,0.388415,1,99.9993,6.59136,6.86165
159,0.000150995,1,100,0.218346,0,99.9968,6.07856,6.86165
160,0.00116988,1,100,0.402341,1,99.6999,6.75504,6.86165
161,0.000132395,1,99.9994,0.452712,1,99.9977,6.65698,6.86165
162,0.000144409,38,99.9993,0.434152,1,99.9979,6.62012,6.86165
163,0.499992,1,100,0.425683,1,99.9994,6.66722,6.86165
164,0.499995,1,51.4112,0.447626,1,99.9988,6.47728,6.86165
165,0.000425919,1,100,0.400361,1,99.8595,6.54747,6.86165
166,0.000460807,1,60.4746,0.41911,0,99.9495,6.05061,6.86165
167,0.499997,1,99.9979,0.197807,1,2.67491,6.22783,6.86165
168,0.000143737,34,99.9982,0.376327,1,66.1818,6.42312,6.86165
169,0.499993,70,99.9982,0.225993,1,100,5.93721,6.86165
170,0.499981,1,0.0192389,0.5,1,100,6.36813,6.86165
171,0.499987,1,100,0.391996,1,59.1607,6.62366,6.86165
172,0.499993,1,49.2006,0.376039,1,52.0805,6.32682,6.86165
173,0.000132326,1,99.9977,0.329696,1,46.8984,6.48423,6.86165
174,0.00179856,1,100,0.397389,1,99.7576,6.62759,6.86165
175,0.000145493,1,99.9975,0.271686,1,47.7428,6.57983,6.86165
176,0.000145921,1,0.0966227,0.348375,1,99.9981,6.56703,6.86165
177,0.429226,37,71.7184,0.190769,1,46.856,6.42397,6.86165
178,0.000145112,1,0.0201448,0.348156,1,99.9985,6.27422,6.86165
179,0.000151151,1,100,0.459236,1,99.9991,6.66908,6.86165
180,0.000150197,1,9.38041,0.268974,1,50.4543,6.37784,6.86165
181,0.00014754,34,62.9332,0.440981,1,99.9981,6.29835,6.86165
182,0.000118161,1,99.9985,0.349056,1,17.5494,6.81602,6.86165
183,0.00014123,1,99.9929,0.331383,1,9.70671,6.44929,6.86165
184,0.000136549,1,99.9984,0.366025,1,23.5679,6.43517,6.86165
185,0.0001,1,98.9736,0.322956,1,99.8198,6.63796,6.86165
186,0.00010448,1,100,0.360452,1,99.8774,6.50215,6.86165
187,0.000721714,1,100,0.424529,1,99.961,6.62532,6.86165
188,0.000864775,1,100,0.379352,1,99.9735,6.63278,6.86165
189,0.000240466,1,100,0.36767,1,99.6808,6.57075,6.86165
190,0.000146806,53,99.9984,0.288058,1,12.3446,6.35867,6.86165
191,0.000143794,1,100,0.413548,1,55.6636,6.74831,6.86165
192,0.000726109,1,100,0.418925,1,99.7322,6.66688,6.86165
193,0.499986,1,0.0213507,0.340851,1,0.0211483,6.36037,6.86165
194,0.000217526,1,100,0.416863,1,99.9403,6.53764,6.86165
195,0.499985,1,0.0208198,0.312693,1,0.021461,6.42359,6.86165
196,0.117502,99,0.0193397,0.314586,1,0.0210963,6.14327,6.86165
197,0.00013117,1,69.5393,0.385983,1,26.2915,6.3922,6.86165
198,0.000141331,1,0.0183546,0.261872,1,99.9982,6.49317,6.86165
199,0.190576,42,92.7313,0.223613,0,63.1593,6.04056,6.86165
200,0.000144258,1,0.019031,0.261502,1,99.9982,6.32906,6.86165
201,0.000148439,1,0.0199712,0.375259,1,38.1271,6.78366,6.86165
202,0.000149419,1,0.020039,0.373637,1,17.2745,6.55011,6.86165
203,0.000142953,1,0.019586,0.369877,1,96.2411,6.31646,6.86165
204,0.000141042,1,100,0.420394,1,50.3073,6.49272,6.86165
205,0.000142671,1,45.2275,0.345698,1,0.01,6.01584,6.86165
206,0.499996,1,0.0192921,0.444004,1,99.9985,6.46867,6.86165
207,0.494852,1,0.0174287,0.499995,1,99.9992,6.65991,6.86165

Best eval with params:
eval (mc_estimate_expected_utility) = 6.86165
smbts_search_temp_decay_visits_scale = 99.9972
smbts_epsilon = 0.414515
smbts_search_temp = 58.5697
smbts_use_search_temp_decay = 1
sm_split_visit_thresh = 1
sm_l_inf_thresh = 0.000144821
