0.0,1.0
0.003921569,0.99607843
0.007843138,0.99215686
0.011764707,0.9882353
0.015686275,0.9843137
0.019607844,0.98039216
0.023529414,0.9764706
0.027450982,0.972549
0.03137255,0.96862745
0.03529412,0.9647059
0.039215688,0.9607843
0.043137256,0.95686275
0.04705883,0.9529412
0.050980397,0.9490196
0.054901965,0.94509804
0.058823533,0.9411765
0.0627451,0.9372549
0.06666667,0.93333334
0.07058824,0.92941177
0.07450981,0.9254902
0.078431375,0.92156863
0.08235294,0.91764706
0.08627451,0.9137255
0.09019608,0.9098039
0.09411766,0.90588236
0.098039225,0.9019608
0.10196079,0.8980392
0.10588236,0.89411765
0.10980393,0.8901961
0.1137255,0.8862745
0.11764707,0.88235295
0.121568635,0.8784314
0.1254902,0.8745098
0.12941177,0.87058824
0.13333334,0.8666667
0.13725491,0.8627451
0.14117648,0.85882354
0.14509805,0.85490197
0.14901961,0.8509804
0.15294118,0.84705883
0.15686275,0.84313726
0.16078432,0.8392157
0.16470589,0.8352941
0.16862746,0.83137256
0.17254902,0.827451
0.1764706,0.8235294
0.18039216,0.81960785
0.18431373,0.8156863
0.18823531,0.8117647
0.19215688,0.8078431
0.19607845,0.8039216
0.20000002,0.79999995
0.20392159,0.79607844
0.20784315,0.7921568
0.21176472,0.7882353
0.21568629,0.7843137
0.21960786,0.78039217
0.22352943,0.77647054
0.227451,0.77254903
0.23137257,0.7686274
0.23529413,0.7647059
0.2392157,0.76078427
0.24313727,0.75686276
0.24705884,0.75294113
0.2509804,0.7490196
0.25490198,0.745098
0.25882354,0.7411765
0.2627451,0.73725486
0.26666668,0.73333335
0.27058825,0.7294117
0.27450982,0.7254902
0.2784314,0.7215686
0.28235295,0.7176471
0.28627452,0.71372545
0.2901961,0.70980394
0.29411766,0.7058823
0.29803923,0.7019608
0.3019608,0.6980392
0.30588236,0.69411767
0.30980393,0.69019604
0.3137255,0.6862745
0.31764707,0.6823529
0.32156864,0.6784314
0.3254902,0.67450976
0.32941177,0.67058825
0.33333334,0.6666666
0.3372549,0.6627451
0.34117648,0.6588235
0.34509805,0.654902
0.34901962,0.65098035
0.3529412,0.64705884
0.35686275,0.6431372
0.36078432,0.6392157
0.3647059,0.6352941
0.36862746,0.6313726
0.37254903,0.62745094
0.37647063,0.6235294
0.3803922,0.6196078
0.38431376,0.61568624
0.38823533,0.61176467
0.3921569,0.6078431
0.39607847,0.60392153
0.40000004,0.59999996
0.4039216,0.5960784
0.40784317,0.5921568
0.41176474,0.58823526
0.4156863,0.5843137
0.41960788,0.5803921
0.42352945,0.57647055
0.427451,0.572549
0.43137258,0.5686274
0.43529415,0.56470585
0.43921572,0.5607843
0.4431373,0.5568627
0.44705886,0.55294114
0.45098042,0.5490196
0.454902,0.545098
0.45882356,0.54117644
0.46274513,0.53725487
0.4666667,0.5333333
0.47058827,0.52941173
0.47450984,0.52549016
0.4784314,0.5215686
0.48235297,0.517647
0.48627454,0.51372546
0.4901961,0.5098039
0.49411768,0.5058823
0.49803925,0.50196075
0.5019608,0.4980392
0.5058824,0.49411762
0.50980395,0.49019605
0.5137255,0.48627448
0.5176471,0.4823529
0.52156866,0.47843134
0.5254902,0.47450978
0.5294118,0.4705882
0.53333336,0.46666664
0.5372549,0.46274507
0.5411765,0.4588235
0.54509807,0.45490193
0.54901963,0.45098037
0.5529412,0.4470588
0.5568628,0.44313723
0.56078434,0.43921566
0.5647059,0.4352941
0.5686275,0.43137252
0.57254905,0.42745095
0.5764706,0.4235294
0.5803922,0.41960782
0.58431375,0.41568625
0.5882353,0.41176468
0.5921569,0.4078431
0.59607846,0.40392154
0.6,0.39999998
0.6039216,0.3960784
0.60784316,0.39215684
0.6117647,0.38823527
0.6156863,0.3843137
0.61960787,0.38039213
0.62352943,0.37647057
0.627451,0.372549
0.6313726,0.36862743
0.63529414,0.36470586
0.6392157,0.3607843
0.6431373,0.35686272
0.64705884,0.35294116
0.6509804,0.3490196
0.654902,0.34509802
0.65882355,0.34117645
0.6627451,0.33725488
0.6666667,0.3333333
0.67058825,0.32941175
0.6745098,0.32549018
0.6784314,0.3215686
0.68235296,0.31764704
0.6862745,0.31372547
0.6901961,0.3098039
0.69411767,0.30588233
0.69803923,0.30196077
0.7019608,0.2980392
0.7058824,0.29411763
0.70980394,0.29019606
0.7137255,0.2862745
0.7176471,0.28235292
0.72156864,0.27843136
0.7254902,0.2745098
0.7294118,0.27058822
0.73333335,0.26666665
0.7372549,0.26274508
0.7411765,0.2588235
0.74509805,0.25490195
0.7490196,0.25098038
0.75294125,0.24705875
0.7568628,0.24313718
0.7607844,0.23921561
0.76470596,0.23529404
0.7686275,0.23137248
0.7725491,0.2274509
0.77647066,0.22352934
0.7803922,0.21960777
0.7843138,0.2156862
0.78823537,0.21176463
0.79215693,0.20784307
0.7960785,0.2039215
0.8000001,0.19999993
0.80392164,0.19607836
0.8078432,0.19215679
0.8117648,0.18823522
0.81568635,0.18431365
0.8196079,0.18039209
0.8235295,0.17647052
0.82745105,0.17254895
0.8313726,0.16862738
0.8352942,0.16470581
0.83921576,0.16078424
0.8431373,0.15686268
0.8470589,0.15294111
0.85098046,0.14901954
0.854902,0.14509797
0.8588236,0.1411764
0.86274517,0.13725483
0.86666673,0.13333327
0.8705883,0.1294117
0.8745099,0.12549013
0.87843144,0.12156856
0.882353,0.11764699
0.8862746,0.113725424
0.89019614,0.109803855
0.8941177,0.10588229
0.8980393,0.10196072
0.90196085,0.09803915
0.9058824,0.09411758
0.909804,0.09019601
0.91372555,0.086274445
0.9176471,0.08235288
0.9215687,0.07843131
0.92549026,0.07450974
0.9294118,0.07058817
0.9333334,0.0666666
0.93725497,0.062745035
0.94117653,0.058823466
0.9450981,0.054901898
0.9490197,0.05098033
0.95294124,0.04705876
0.9568628,0.043137193
0.9607844,0.039215624
0.96470594,0.035294056
0.9686275,0.031372488
