Hpopt Xpr level params:

xpr_name,env_id,mcts_mode,graph_search,max_trial_length,runtime_bounded,term_bound,search_threads,eval_delta,eval_rollouts,eval_threads,min_repeats,conf_thresh,bayesopt_total_samples,bayesopt_init_rand_samples,bayesopt_relearn_freq
310_hpopt_frozen_lake_det_sparse,frozen_lake_(map=8x8,sparse),0,0,100,0,10000,16,10000,1,1,10,0.015,200,10,20

ments params mins/maxs: 

temp - (min,max,log_scale) = (0.0001,10000,1)
epsilon - (min,max,log_scale) = (1e-06,1,1)
default_q_value - (min,max,log_scale) = (-100,0,0)

Evaluations:

hp_opt_iter,mean_eval,std_mean_eval,best_eval_so_far,temp,epsilon,default_q_value
40,0.695247,0.0229369,0.825497,0.00079325,0.0825687,-99.9876
41,0,0,0.825497,1,1e-05,-4.16667
42,0.802286,0.0107983,0.825497,0.000955992,0.999992,-0.000220423
43,0.781479,0.00959374,0.825497,0.0206515,0.981381,-0.168807
44,0.0598956,0.0598956,0.825497,0.00215443,0.001,-83.3333
45,0,0,0.825497,10000,1,-4.44089e-14
46,0,0,0.825497,78.8176,0.99964,-0.000192213
47,0.796872,0.0123681,0.825497,0.00862438,0.976239,-0.161604
48,0,0,0.825497,10000,0.000989261,0
49,0.824136,0.00907087,0.825497,0.00213926,0.982455,-0.064374
50,0.285022,0.0801082,0.825497,0.0001,0.00288696,0
51,0.045661,0.045661,0.825497,0.316044,0.000363181,-0.0380207
52,0.309708,0.105894,0.825497,0.188571,1e-06,-100
53,0.808316,0.0133384,0.825497,0.00269815,0.999994,-0.129477
54,0.797856,0.00655012,0.825497,0.00254831,1,-0.0195001
55,0,0,0.825497,9896.23,0.0143516,-72.4552
56,0.790475,0.0120091,0.825497,0.0001,1,0
57,0.791688,0.0148175,0.825497,0.000398982,1,-0.0445582
58,0,0,0.825497,1,1e-05,-83.3333
59,0.803298,0.0122729,0.825497,0.0001,1,-62.0752
60,0.777437,0.0142028,0.825497,0.00381139,0.405993,0
61,0.780529,0.01391,0.825497,0.000327425,0.445097,-80.5949
62,0.806984,0.00947292,0.825497,0.00884895,1,-80.6743
63,0.823185,0.00772362,0.825497,0.00397373,1,-29.3306
64,0.802296,0.010905,0.825497,0.00396879,1,-29.3041
65,0.781994,0.01339,0.825497,0.00537836,0.535944,-64.9293
66,0.775792,0.0135373,0.825497,0.0001,1,-100
67,0.784815,0.0161727,0.825497,0.0001,1,-33.7112
68,0.814092,0.0139101,0.825497,0.000436553,1,-69.6369
69,0.802281,0.0106711,0.825497,0.000964781,1,-68.2137
70,0.799236,0.0145854,0.825497,0.0001,1,-68.3029
71,0.786043,0.00797079,0.825497,0.00306219,0.999112,-0.00128336
72,0.813296,0.00745465,0.825497,0.00424495,1,-41.6786
73,0.792652,0.0105652,0.825497,0.00168913,1,-25.4199
74,0.797506,0.0109917,0.825497,0.000299849,1,-68.431
75,0.825691,0.0079974,0.825691,0.000320356,1,-27.7961
76,0.811985,0.0106079,0.825691,0.000319315,1,-27.8112
77,0.788882,0.0189058,0.825691,0.000323041,1,-27.7063
78,0.818033,0.0129518,0.825691,0.000271941,1,-54.3949
79,0.825567,0.00645838,0.825691,0.00730686,1,-86.6875
80,0.816728,0.0145814,0.825691,0.00551338,1,-100
81,0.819198,0.00925697,0.825691,0.0089769,1,-80.2536
82,0.80464,0.0101743,0.825691,0.00819273,1,-82.6898
83,0.783549,0.0173685,0.825691,0.0128934,1,-69.0356
84,0.810981,0.0136444,0.825691,0.00027547,0.995185,-54.5637
85,0.803253,0.0119804,0.825691,0.00946582,1,-100
86,0.814823,0.00591369,0.825691,0.00199275,1,-100
87,0.808514,0.00855295,0.825691,0.00462914,0.990602,-100
88,0.822171,0.00514273,0.825691,0.00421117,0.996328,-84.9158
89,0.795178,0.0139333,0.825691,0.00344847,1,-100
90,0.781158,0.0128119,0.825691,0.00286821,0.997682,-55.1823
91,0.81607,0.0105055,0.825691,0.0001,1,-39.0949
92,0.800063,0.0122314,0.825691,0.0001,1,-38.85
93,0.789195,0.00784438,0.825691,0.000226057,0.996015,-53.4192
94,0.795176,0.0115871,0.825691,0.00093785,0.993789,-18.7044
95,0.816927,0.0107644,0.825691,0.0001,1,0
96,0.778723,0.0202143,0.825691,0.0001,1,0
97,0.79839,0.0117713,0.825691,0.0001,0.999953,-26.6604
98,0.812468,0.0138299,0.825691,0.00027353,1,-18.6832
99,0.733721,0.0308015,0.825691,0.10973,0.984982,-100
100,0.422444,0.117138,0.825691,0.0773202,1,0
101,0.807849,0.0100908,0.825691,0.000311848,0.998846,0
102,0.803532,0.013948,0.825691,0.000209099,1,-19.4507
103,0.80128,0.00896925,0.825691,0.000372146,0.987685,-82.8582
104,0.798274,0.0148145,0.825691,0.0001,1,-100
105,0.783015,0.0147321,0.825691,0.0122145,0.999564,-100
106,0.0381047,0.0381047,0.825691,1023.78,0.0309779,0
107,0.786965,0.00934237,0.825691,0.00202279,0.983855,-100
108,0.809745,0.0121413,0.825691,0.0001,0.991501,-73.0573
109,0.801887,0.0137345,0.825691,0.000208013,0.997455,-75.7896
110,0,0,0.825691,4.82372,1,-100
111,0.800701,0.0110415,0.825691,0.000827249,0.990723,0
112,0.819414,0.0110681,0.825691,0.000557785,0.998699,-48.596
113,0.810351,0.014394,0.825691,0.000543554,0.99401,-28.9881
114,0.796905,0.0127195,0.825691,0.000562101,0.999119,-57.3243
115,0.799157,0.0113382,0.825691,0.000564364,0.98677,-20.3423
116,0.81488,0.0067175,0.825691,0.000183188,1,-41.5922
117,0.805195,0.00775572,0.825691,0.000164245,0.999598,-60.6642
118,0.795821,0.0148738,0.825691,0.000391092,0.999972,-44.1429
119,0.824916,0.00862969,0.825691,0.000171735,0.993829,-31.2696
120,0.788561,0.00945474,0.825691,0.000176069,0.997466,-33.7727
121,0.784371,0.0136466,0.825691,0.000669094,0.989929,-16.2359
122,0.826419,0.00679489,0.826419,0.00515388,1,-100
123,0.793717,0.0125988,0.826419,0.00500601,1,-100
124,0.795556,0.0140299,0.826419,0.00503125,0.999722,-99.9804
125,0,0,0.826419,464.159,0.001,-83.3333
126,0.792479,0.014563,0.826419,0.000668559,0.982235,-99.8597
127,0.806699,0.0133108,0.826419,0.000215371,0.998766,-99.942
128,0.770538,0.0240112,0.826419,0.000214293,0.994644,-99.9379
129,0,0,0.826419,238.773,0.000368959,-0.55838
130,0.758495,0.0110119,0.826419,0.0341866,0.308469,-99.9902
131,0.81004,0.0141533,0.826419,0.00866303,0.999769,-25.4517
132,0.757576,0.0284608,0.826419,0.0114886,0.335357,-5.73235
133,0.791137,0.0163066,0.826419,0.00143056,0.477312,-84.9509
134,0.7878,0.015017,0.826419,0.00796124,0.373755,-100
135,0.803865,0.0105116,0.826419,0.00836752,1,-27.6394
136,0.790576,0.0129037,0.826419,0.00758288,1,-44.1219
137,0.779015,0.00842301,0.826419,0.000100231,0.436181,-58.642
138,0.778861,0.0134404,0.826419,0.000392368,0.422013,-40.1113
139,0.755015,0.0173047,0.826419,0.00962377,0.184354,-59.891
140,0.768497,0.0158409,0.826419,0.0361496,1,-100
141,0.802908,0.00913093,0.826419,0.0001,1,-69.8299
142,0.795825,0.0155875,0.826419,0.000747306,1,-75.2809
143,0.820264,0.0112805,0.826419,0.00598387,0.999972,-99.9941
144,0.80274,0.013866,0.826419,0.00303037,0.999954,-99.9936
145,0.813443,0.00906344,0.826419,0.00671354,0.999417,-99.9932
146,0.790415,0.0161455,0.826419,0.000170846,1,-62.1279
147,0.792623,0.01024,0.826419,0.00521874,1,-79.4448
148,0.785988,0.0208077,0.826419,0.0031669,0.467644,-78.0629
149,0.794474,0.0123464,0.826419,0.00731222,1,-55.7632
150,0.773578,0.00865054,0.826419,0.0259823,1,-70.6542
151,0.801538,0.0112298,0.826419,0.00154389,1,-100
152,0.7875,0.0175917,0.826419,0.00719915,0.999814,-100
153,0.796106,0.0125476,0.826419,0.00121354,1,-59.509
154,0.804428,0.0140818,0.826419,0.000185279,1,-9.00557
155,0.817733,0.010707,0.826419,0.0001,1,-24.0545
156,0.803149,0.0112099,0.826419,0.0001,1,-44.9075
157,0.801001,0.0130444,0.826419,0.000546402,1,-75.8586
158,0.812558,0.0144031,0.826419,0.00310042,0.998652,-99.9937
159,0.773486,0.0138699,0.826419,0.00293536,0.999889,-99.9919
160,0.765717,0.0133836,0.826419,0.0001,1,-21.8183
161,0.793437,0.0105868,0.826419,0.0001,1,-77.143
162,0.811429,0.0035912,0.826419,0.000233639,1,-41.9701
163,0.785163,0.0137591,0.826419,0.000912669,0.426507,0
164,0.788719,0.0106948,0.826419,0.0031877,0.437061,-31.8424
165,0.759244,0.0158055,0.826419,0.0234989,0.238913,-48.6588
166,0.805775,0.01273,0.826419,0.00773263,1,0
167,0.791023,0.0189209,0.826419,0.00947576,1,-17.7891
168,0.810447,0.0112435,0.826419,0.000379639,1,-52.0628
169,0.794809,0.0143365,0.826419,0.00573541,1,-15.4696
170,0.811218,0.010788,0.826419,0.000193471,1,-44.5708
171,0.793122,0.0171477,0.826419,0.00510036,1,-80.3012
172,0.804336,0.0137597,0.826419,0.00157881,1,-9.32697
173,0.805175,0.0147161,0.826419,0.00249358,1,-25.4019
174,0.828377,0.00993659,0.828377,0.0021089,1,-47.4658
175,0.813164,0.00561776,0.828377,0.00196539,1,-47.2105
176,0.780908,0.0113803,0.828377,0.00275694,1,-52.014
177,0.787977,0.0162906,0.828377,0.000218778,0.998584,0
178,0.791432,0.0131843,0.828377,0.00905289,0.99158,0
179,0.782457,0.0112365,0.828377,0.00146735,0.994918,0
180,0.806938,0.00909774,0.828377,0.00541503,0.99798,0
181,0.795256,0.0120609,0.828377,0.0124094,0.998635,-23.015
182,0.825957,0.0106052,0.828377,0.000943003,1,-45.2686
183,0.802499,0.0124777,0.828377,0.000944175,1,-44.5243
184,0.795021,0.0102842,0.828377,0.000913386,0.999953,-48.0061
185,0.81574,0.00728626,0.828377,0.00192333,0.997062,-24.7916
186,0.782888,0.0139601,0.828377,0.00104903,0.427244,-55.2478
187,0.805947,0.00702392,0.828377,0.00415279,0.99922,-20.8745
188,0.773375,0.020405,0.828377,0.000548542,0.468566,-100
189,0.803862,0.0103113,0.828377,0.000567483,0.999852,0
190,0.811768,0.014295,0.828377,0.00162656,0.995157,-76.8676
191,0.802358,0.0113672,0.828377,0.0013864,1,0
192,0.812689,0.00949496,0.828377,0.00108144,1,-82.1893
193,0.792855,0.0122961,0.828377,0.00200643,1,-76.9678
194,0.80467,0.0105337,0.828377,0.00154603,0.999032,-24.2577
195,0.809028,0.0128638,0.828377,0.00557609,1,-19.2668
196,0.809776,0.0123383,0.828377,0.0007619,0.997446,0
197,0.802942,0.00949249,0.828377,0.000727572,1,-54.1809
198,0.793519,0.0145203,0.828377,0.00212986,0.992772,-24.8762
199,0.831638,0.00920535,0.831638,0.0001,1,-100

Best Params: 

mean_eval - 0.831638
std_mean_eval - 0.00920535
temp - 0.0001
epsilon - 1
default_q_value - -100

